,Individual,DAPC.group,Latitude,Longitude,Korea.N.China,Yangtze.Qinling,Central.Japan,North.Japan,SE.China,South.Japan,Msa,Sichuan
1375,PMS-574,SE China/tropical,25,109.6,0,0,0,0,0.5,0,0,0.4
1376,PMS-576,SE China/tropical,25.8,109.6,0,0.1,0,0,0.5,0,0,0.5
1377,PMS-584,Yangtze-Qinling,26.7,108.2,0.4,0.5,0,0,0.1,0,0,0
1378,PMS-586,Sichuan,27,108.7,0,0,0,0,0.2,0,0,0.7
1380,PMS-592,Sichuan,28.8,108.9,0,0,0,0,0.1,0,0,0.9
1381,PMS-600,Sichuan,29.3,106.7,0,0,0,0,0,0,0,1
1382,PMS-601,Yangtze-Qinling,30.2,119.7,0.4,0.4,0,0,0.2,0,0,0
1383,PMS-602,Yangtze-Qinling,30.3,119.6,0.3,0.5,0,0,0.2,0,0,0
1384,PMS-605,Yangtze-Qinling,30.3,119.5,0.4,0.5,0,0,0.2,0,0,0
1385,PMS-606,Yangtze-Qinling,30.4,119.5,0.3,0.4,0,0,0.2,0,0,0
1387,PMS-610,Yangtze-Qinling,30.2,119.6,0.4,0.5,0,0,0.2,0,0,0
1388,PMS-612,Yangtze-Qinling,30.1,119.7,0.3,0.4,0,0,0.2,0,0,0
1389,PMS-614,Yangtze-Qinling,30.3,119.7,0.3,0.5,0,0,0.2,0,0,0
1390,Uruma-1a,SE China/tropical,26.3,127.8,0,0,0.1,0,0.7,0.1,0,0.1
1100,Akeno,S Japan,NA,NA,0,0,0.8,0.1,0,0.1,0,0
2100,CANE9233,SE China/tropical,23.7,121,0,0,0,0,0.8,0,0.1,0.1
3100,DC-2010-001 A,US naturalized,38.9,-77,0,0,0.3,0.1,0,0.5,0,0
4100,DC-2010-001 E,US naturalized,38.9,-77,0,0,0.3,0.1,0,0.5,0,0
5100,Gunma,S Japan,NA,NA,0,0,0.8,0.1,0,0.1,0,0
6100,IGR-2011-001,Doubled haploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2210,JM0050.002,N Japan,42.9,140.6,0,0,0,1,0,0,0,0
2310,JM0050.003,N Japan,42.9,140.6,0,0,0,0.9,0,0,0,0
3110,JM0058.001,S Japan,42.6,140.6,0,0,0.7,0.1,0,0.2,0,0
3210,JM0058.003,S Japan,42.6,140.6,0,0,0.7,0.1,0,0.2,0,0
4810,JM0091.001,S Japan,36.6,139.6,0,0,0.6,0.1,0,0.2,0,0
4910,JM0091.002,S Japan,36.6,139.6,0,0,0.7,0.2,0,0.2,0,0
5010,JM0093.001,N Japan,36.1,138.5,0,0,0,1,0,0,0,0
5110,JM0094.001,S Japan,36.1,138.5,0,0,0.7,0.1,0,0.2,0,0
5210,JM0094.003,S Japan,36.1,138.5,0,0,0.7,0.1,0,0.2,0,0
5410,JM0098.001,S Japan,35.5,138.3,0,0,0.7,0.1,0,0.2,0,0
5510,JM0098.002,S Japan,35.5,138.3,0,0,0.7,0.1,0,0.2,0,0
5610,JM0099.001,S Japan,35.5,138.3,0,0,0.7,0.1,0,0.2,0,0
6710,JM0229.001,S Japan,34.8,136.5,0,0,0.8,0.1,0,0.1,0,0
6810,JM0229.002,S Japan,34.8,136.5,0,0,0.8,0.1,0,0.1,0,0
7610,JM0296.001,N Japan,42.5,141.1,0,0,0,0.9,0,0,0,0
7710,JM0296.002,N Japan,42.5,141.1,0,0,0,1,0,0,0,0
7810,JM0297.001,N Japan,42.5,141.1,0,0,0,1,0,0,0,0
7910,JM0298.001,N Japan,42.5,141.1,0,0,0,1,0,0,0,0
8010,JM0298.002,N Japan,42.5,141.1,0,0,0,0.9,0,0,0,0
8310,JM0303.002,N Japan,42.6,140.8,0,0,0,0.9,0,0,0,0
8410,JM0304.001,N Japan,42.6,140.8,0,0,0,0.9,0,0,0,0
8510,JM0304.002,N Japan,42.6,140.8,0,0,0,1,0,0,0,0
1081,JM0353.001,N Japan,42.1,143.3,0,0,0.1,0.9,0,0,0,0
1097,JM0353.002,N Japan,42.1,143.3,0,0,0.1,0.9,0,0,0,0
1151,KMS005,Korea/N China,37.3,128.7,0.9,0,0,0,0,0,0,0
1214,KMS018,Korea/N China,36.9,128.5,0.9,0,0,0,0,0.1,0,0
1386,KMS050,Korea/N China,38.1,128.5,0.9,0,0,0,0,0,0,0
1401,KMS053,M. sacchariflorus 4x,35.4,129.1,0,0,0,0,0,0,0.9,0
1481,KMS062,M. sacchariflorus 4x,36.3,129.1,0,0,0,0,0,0,0.9,0
1551,KMS069a,Korea/N China,36,129.2,0.9,0,0,0,0,0.1,0,0
2001,KMS120,Korea/N China,37.4,128.3,0.9,0,0,0,0,0.1,0,0
2081,KMS129,Korea/N China,37,129,0.9,0,0,0,0,0.1,0,0
2181,KMS139,Korea/N China,37.3,128.6,0.9,0,0,0,0,0,0,0
2211,KMS142,Korea/N China,37.6,128.2,0.9,0,0,0,0,0,0,0
2241,KMS145-6,Korea/N China,37.6,128.4,1,0,0,0,0,0,0,0
2261,KMS148-9,Korea/N China,37.9,127.7,0.9,0,0,0,0,0.1,0,0
2301,KMS154,Korea/N China,38.1,128.6,0.9,0,0,0,0,0.1,0,0
2341,KMS160-1,Korea/N China,38.2,127.4,1,0,0,0,0,0,0,0
2421,KMS169,Korea/N China,38,127.9,0.9,0,0,0,0,0,0,0
2441,KMS171-2,Korea/N China,37.8,128.9,0.9,0,0,0,0,0,0,0
2541,KMS207-8,Korea/N China,37.1,128.2,0.9,0,0,0,0,0,0,0
2551,KMS209-10,Korea/N China,37.1,128.2,1,0,0,0,0,0,0,0
2561,KMS211-3,Korea/N China,37.2,126.9,1,0,0,0,0,0,0,0
2581,KMS216-21,Korea/N China,35.4,126.7,0.9,0,0,0,0,0.1,0,0
2591,KMS223-6,Korea/N China,36.8,127.6,0.9,0,0,0,0,0.1,0,0
2601,KMS227-30,Korea/N China,37.2,128.4,0.9,0,0,0,0,0.1,0,0
2631,KMS234-5,Korea/N China,35.1,127,1,0,0,0,0,0,0,0
2641,KMS236-41,Korea/N China,35.7,127.2,1,0,0,0,0,0,0,0
2651,KMS243-7,Korea/N China,35,127.5,1,0,0,0,0,0,0,0
2661,KMS248-9,Korea/N China,37.6,128.3,1,0,0,0,0,0,0,0
2671,KY-2009-001-B(20)-b,US naturalized,37.8,-83.7,0,0,0.3,0.1,0,0.5,0,0
2681,KY-2009-001-B(20)-e,US naturalized,37.8,-83.7,0,0,0.3,0.1,0,0.5,0,0
2691,KY-2009-001 C,US naturalized,37.8,-83.7,0,0,0.3,0.1,0,0.5,0,0
2701,KY-2009-001 D,US naturalized,37.8,-83.7,0,0,0.3,0.1,0.1,0.5,0,0
2711,Morioka,N Japan,NA,NA,0,0,0,1,0,0,0,0
2721,NC-2010-001-009,US naturalized,35.5,-82.5,0,0,0.3,0,0,0.6,0,0
2731,NC-2010-001-010,US naturalized,35.5,-82.5,0,0,0.3,0,0,0.6,0,0
2741,NC-2010-001.5-B(18)-a,US naturalized,35.5,-82.6,0,0,0.2,0,0,0.6,0,0
2751,NC-2010-001.5-B(18)-b,US naturalized,35.5,-82.6,0,0,0.3,0,0,0.6,0,0
2761,NC-2010-001.5 C,US naturalized,35.5,-82.6,0,0,0.3,0,0.1,0.6,0,0
2771,NC-2010-001 B,US naturalized,35.5,-82.5,0,0,0.2,0,0,0.7,0,0
2781,NC-2010-001-B(44)-e,US naturalized,35.5,-82.5,0,0,0.2,0,0,0.6,0,0
2791,NC-2010-002-001,US naturalized,35.8,-82.6,0,0,0.2,0,0,0.6,0,0
2801,NC-2010-002-002,US naturalized,35.8,-82.6,0,0,0.3,0,0,0.7,0,0
2811,NC-2010-003-001,US naturalized,35.6,-82.6,0,0,0.3,0,0,0.6,0,0
2821,NC-2010-003-B(50)-a,US naturalized,35.6,-82.6,0,0,0.2,0,0,0.7,0,0
2831,NC-2010-003-B(50)-b,US naturalized,35.6,-82.6,0,0,0.2,0,0,0.7,0,0
2841,NC-2010-003 D,US naturalized,35.6,-82.6,0,0,0.2,0,0,0.6,0,0
2851,NC-2010-003 E,US naturalized,35.6,-82.6,0,0,0.3,0,0,0.6,0,0
2861,NC-2010-004-B(37)-b,US naturalized,35.8,-82.5,0,0,0.4,0.1,0,0.5,0,0
2871,NC-2010-004-B(37)-d,US naturalized,35.8,-82.5,0,0,0.2,0,0,0.6,0,0
2881,NC-2010-004 E,US naturalized,35.8,-82.5,0,0,0.3,0,0.1,0.6,0,0
2891,OH-2009-001-B(20)-b,US naturalized,39.5,-81.3,0,0,0.3,0.1,0,0.5,0,0
2901,OH-2009-001-B(20)-d,US naturalized,39.5,-81.3,0,0,0.3,0.1,0,0.5,0,0
2911,PA-2010-001-005,US naturalized,40.1,-75.5,0,0,0.4,0.1,0,0.4,0,0
2921,PA-2010-001-B(63)-a,US naturalized,40.1,-75.5,0,0,0.3,0.1,0,0.5,0,0
2931,PA-2010-001-B(63)-c,US naturalized,40.1,-75.5,0,0,0.4,0.1,0,0.4,0,0
2941,PA-2010-002-004,US naturalized,40,-75.4,0,0,0.4,0.1,0,0.4,0,0
2951,PA-2010-002-013,US naturalized,40,-75.4,0,0,0.4,0.1,0,0.4,0,0
2961,PA-2010-002-015,US naturalized,40,-75.4,0,0,0.4,0.1,0,0.4,0,0
2971,PA-2010-002-B(3)-b,US naturalized,40,-75.4,0,0,0.4,0.1,0,0.4,0,0
2981,PA-2010-002-B(3)-d,US naturalized,40,-75.4,0,0,0.2,0,0,0.7,0,0
2991,PA-2010-002 E,US naturalized,40,-75.4,0,0,0.4,0.1,0,0.4,0,0
3001,PA-2010-003-B(20)-b,US naturalized,40,-75.4,0,0,0.4,0.1,0,0.4,0,0
3011,PA-2010-003-B(20)-c,US naturalized,40,-75.4,0,0,0.4,0.1,0,0.4,0,0
3021,PI230189,SE China/tropical,NA,NA,0,0,0,0,0.9,0,0,0.1
3031,PI294602,SE China/tropical,NA,NA,0,0,0,0,0.8,0,0,0.1
3041,PI294605,SE China/tropical,NA,NA,0,0,0.3,0,0.4,0.2,0,0.1
3051,PI295762,SE China/tropical,NA,NA,0,0,0,0,0.9,0,0,0.1
3061,PI295764,SE China/tropical,NA,NA,0,0,0,0,0.9,0,0,0.1
3071,PI302423,SE China/tropical,NA,NA,0,0,0.1,0,0.8,0,0,0.1
3081,PI417947,SE China/tropical,-9.5,147.1,0,0,0,0,0.8,0,0,0.1
3091,PI423566,SE China/tropical,NA,NA,0,0,0,0,0.8,0.1,0,0.1
3111,PMS-007,Yangtze-Qinling,30.8,110.3,0,0.6,0,0,0.1,0,0,0.3
3121,PMS-008,SE China/tropical,30.8,110.1,0,0.5,0,0,0.1,0,0,0.3
3131,PMS-009,Sichuan,30.6,109.7,0,0.2,0,0,0.1,0,0,0.6
3141,PMS-014,Sichuan,29.7,109.1,0,0.1,0,0,0.1,0,0,0.7
3161,PMS-038,Sichuan,30.6,105.2,0,0.1,0,0,0,0,0,0.8
3181,PMS-047,Sichuan,28.7,104.9,0,0,0,0,0,0,0,1
3241,PMS-071,M. sacchariflorus 2x,40.4,117,0,0,0,0,0,0,1,0
3251,PMS-074,M. sacchariflorus 2x,40.1,116.2,0,0,0,0,0,0,1,0
3261,PMS-075,M. sacchariflorus 2x,40.1,116.2,0,0,0,0,0,0,1,0
3271,PMS-076,M. sacchariflorus 2x,40.2,116,0,0,0,0,0,0,1,0
3281,PMS-077,M. sacchariflorus 2x,40.1,115.9,0,0,0,0,0,0,1,0
3321,PMS-087,Yangtze-Qinling,31.5,110.4,0.1,0.7,0,0,0,0,0,0.1
3401,PMS-110,Yangtze-Qinling,32.5,109.1,0,0.9,0,0,0,0,0,0
3411,PMS-111,M. xgiganteus 2x,33,108.3,0,0.5,0,0,0,0,0.5,0
3461,PMS-120,Yangtze-Qinling,33,107.5,0,0.8,0,0,0,0,0,0.1
3511,PMS-127,Yangtze-Qinling,33.1,104.7,0.1,0.9,0,0,0,0,0,0
3531,PMS-130,Yangtze-Qinling,33.5,105.1,0,1,0,0,0,0,0,0
3541,PMS-131,Yangtze-Qinling,33.5,105.4,0,1,0,0,0,0,0,0
3561,PMS-134,Yangtze-Qinling,33.8,105.8,0,1,0,0,0,0,0,0
3591,PMS-144,Yangtze-Qinling,34.2,106.9,0,0.9,0,0,0,0,0,0
3621,PMS-159,Yangtze-Qinling,34.1,111,0,0.9,0,0,0,0,0,0
3631,PMS-161,Yangtze-Qinling,35.7,112.3,0,1,0,0,0,0,0,0
3641,PMS-162,M. xgiganteus 2x,35.7,112.6,0,0.5,0,0,0,0,0.5,0
3661,PMS-164,Yangtze-Qinling,37.3,114.3,0.3,0.6,0,0,0,0,0,0
3681,PMS-167,Yangtze-Qinling,37.3,114.2,0.3,0.7,0,0,0,0,0,0
3751,PMS-178,Yangtze-Qinling,34.5,113,0,1,0,0,0,0,0,0
3781,PMS-183,Yangtze-Qinling,31.7,115.5,0.3,0.6,0,0,0.1,0,0,0
3811,PMS-194,Yangtze-Qinling,31.5,115.3,0.3,0.6,0,0,0.1,0,0,0
3821,PMS-204,Yangtze-Qinling,31.7,114.9,0.2,0.6,0,0,0.2,0,0,0
3841,PMS-212,SE China/tropical,27,108.7,0,0.1,0,0,0.3,0,0,0.6
3851,PMS-213,SE China/tropical,26.9,108.7,0,0,0,0,0.2,0,0,0.7
3871,PMS-223,Sichuan,26.7,108.1,0,0,0,0,0.1,0,0,0.8
3921,PMS-257,SE China/tropical,23.3,104.4,0,0,0,0,0.3,0,0,0.7
3931,PMS-259,SE China/tropical,23.3,104.5,0,0,0,0,0.3,0,0,0.7
395,PMS-272,Yangtze-Qinling,28.7,116.4,0.2,0.4,0,0,0.3,0,0,0
397,PMS-279,M. xgiganteus 2x,29.1,117.1,0,0,0,0,0.4,0,0.6,0
399,PMS-285,Yangtze-Qinling,29.6,118.2,0.2,0.4,0,0,0.3,0,0,0
401,PMS-293,SE China/tropical,31.3,119.7,0.1,0.2,0,0,0.6,0.1,0,0
4031,PMS-300,M. xgiganteus 2x,30.9,120.1,0.2,0.3,0,0,0,0,0.5,0
4041,PMS-303,Yangtze-Qinling,30.1,119.9,0.3,0.4,0,0,0.2,0,0,0
4061,PMS-306,Yangtze-Qinling,29.9,119.8,0.3,0.5,0,0,0.2,0,0,0
4091,PMS-314,Yangtze-Qinling,26.5,119.6,0.4,0.5,0,0,0.1,0,0,0
4171,PMS-330,SE China/tropical,25.9,117.3,0,0.1,0,0,0.8,0.1,0,0
4251,PMS-339,SE China/tropical,25.7,115.8,0,0.2,0,0,0.8,0,0,0
4311,PMS-347,SE China/tropical,24.2,115.9,0,0.1,0,0,0.8,0,0,0
4371,PMS-359,SE China/tropical,22.9,112.3,0,0.1,0,0,0.8,0,0,0.1
4381,PMS-364a,SE China/tropical,22.5,112.2,0,0,0,0,0.8,0,0,0.1
4401,PMS-371,SE China/tropical,20.7,110.1,0,0,0,0,0.7,0,0,0.3
4421,PMS-375,SE China/tropical,19.6,110.3,0,0,0,0,0.7,0,0,0.3
4431,PMS-381,SE China/tropical,19,109.6,0,0,0,0,0.7,0,0,0.3
4481,PMS-397,SE China/tropical,24.4,110,0,0.1,0,0,0.6,0,0,0.3
4541,PMS-405,SE China/tropical,26.2,111.5,0,0.3,0,0,0.5,0,0,0.2
4571,PMS-409,SE China/tropical,26.5,111.3,0.1,0.2,0,0,0.5,0,0,0.2
4601,PMS-412,SE China/tropical,26.7,111.2,0,0.3,0,0,0.5,0,0,0.1
4651,PMS-424,SE China/tropical,28.3,110.1,0,0.2,0,0,0.4,0,0,0.3
4661,PMS-425,Yangtze-Qinling,29.7,113.8,0.2,0.5,0,0,0.3,0,0,0
4681,PMS-430,M. xgiganteus 2x,29.9,114.3,0,0,0,0,0.4,0,0.6,0
4691,PMS-433,Yangtze-Qinling,30.1,114.4,0.2,0.5,0,0,0.2,0,0,0
4701,PMS-436,Korea/N China,41.3,123.7,0.8,0.2,0,0,0,0,0,0
4711,PMS-438,Korea/N China,41.3,123.7,0.8,0.2,0,0,0,0,0,0
4751,PMS-458,M. sacchariflorus 4x,36.2,120.5,0,0,0,0,0,0,1,0
4761,PMS-459,M. xgiganteus 2x,36.2,120.5,0.4,0.1,0,0,0,0,0.5,0
4771,PMS-460,Yangtze-Qinling,36.3,120.6,0,0.8,0,0,0,0,0,0.2
4801,PMS-467-8,M. xgiganteus 2x,37.2,121.7,0.4,0.1,0,0,0,0,0.5,0
4871,PMS-512,M. sacchariflorus 2x,41.3,123.7,0,0,0,0,0,0,1,0
4901,PMS-533,M. xgiganteus 2x,31,108.9,0.2,0.4,0,0,0.2,0,0.3,0
4931,PMS-543,SE China/tropical,30.5,109.4,0,0.3,0,0,0.1,0,0,0.5
4961,PMS-555,SE China/tropical,29,109.8,0,0.2,0,0,0.2,0,0,0.6
4981,PMS-558,SE China/tropical,28.3,109.5,0,0.2,0,0,0.4,0,0,0.4
5031,PMS-589,SE China/tropical,27.9,109.3,0,0.1,0,0,0.5,0,0,0.4
5081,PMS-607,Yangtze-Qinling,30.3,119.5,0.4,0.5,0,0,0.2,0,0,0
5111,Shiozuka,S Japan,NA,NA,0,0,0.8,0.1,0,0.1,0,0
5121,UI10-00008,M. sacchariflorus 2x,NA,NA,0,0,0,0,0,0,1,0
5131,UI10-00012,Ornamental,NA,NA,0,0,0.7,0,0,0.2,0,0
5141,UI10-00015,Ornamental,NA,NA,0,0,0.7,0.1,0,0.3,0,0
5151,UI10-00017,Ornamental,NA,NA,0,0,0.3,0.1,0,0.6,0,0
5161,UI10-00019,M. xgiganteus 2x,NA,NA,0.4,0,0,0,0,0,0.6,0
5171,UI10-00020,Ornamental,NA,NA,0,0,0.2,0,0.1,0.7,0,0
5181,UI10-00021,Ornamental,NA,NA,0.1,0,0.2,0.2,0,0.3,0.2,0
5191,UI10-00022,Ornamental,NA,NA,0,0,0.7,0.1,0,0.1,0,0
5201,UI10-00023,Ornamental,NA,NA,0,0,0.4,0.1,0,0.3,0.1,0
5211,UI10-00024,Ornamental,NA,NA,0,0,0.2,0,0.1,0.7,0,0
5221,UI10-00025,Ornamental,NA,NA,0,0,0.2,0,0,0.6,0,0
5231,UI10-00026,Ornamental,NA,NA,0.1,0,0.3,0.2,0,0.3,0.1,0
5241,UI10-00027,Ornamental,NA,NA,0.1,0,0.3,0.1,0,0.4,0.2,0
5251,UI10-00028,Ornamental,NA,NA,0,0,0.7,0.1,0,0.2,0,0
5261,UI10-00029,Ornamental,NA,NA,0,0,0.2,0.3,0,0.3,0.1,0
5271,UI10-00030,Ornamental,NA,NA,0,0,0.8,0.1,0,0.1,0,0
5281,UI10-00031,Ornamental,NA,NA,0.1,0,0.2,0.3,0,0.3,0.1,0
5291,UI10-00032,Ornamental,NA,NA,0,0,0.5,0.2,0,0.2,0,0
5301,UI10-00033,Ornamental,NA,NA,0,0,0.3,0.1,0,0.5,0,0
5311,UI10-00035,Ornamental,NA,NA,0.2,0,0.1,0,0,0.3,0.2,0
5321,UI10-00036,Ornamental,NA,NA,0,0,0.2,0,0,0.7,0,0
5331,UI10-00038,Ornamental,NA,NA,0,0,0.7,0.1,0,0.2,0,0
5341,UI10-00039,Ornamental,NA,NA,0.1,0,0.1,0.1,0.3,0.2,0.1,0
5351,UI10-00040,Ornamental,NA,NA,0.2,0,0.1,0.1,0,0.3,0.2,0
5361,UI10-00042,Ornamental,NA,NA,0.1,0,0.2,0.2,0,0.3,0.2,0
5371,UI10-00043,Ornamental,NA,NA,0,0,0.2,0,0.1,0.6,0,0
5381,UI10-00044,Ornamental,NA,NA,0,0,0.4,0.1,0,0.2,0.1,0
5391,UI10-00045,Ornamental,NA,NA,0,0,0.8,0.1,0,0.1,0,0
5401,UI10-00047,Ornamental,NA,NA,0.1,0,0.1,0.3,0,0.3,0.1,0
5411,UI10-00048,Ornamental,NA,NA,0,0,0.2,0,0,0.6,0,0
5421,UI10-00051,Ornamental,NA,NA,0,0,0.2,0,0.1,0.6,0,0
5431,UI10-00052,Ornamental,NA,NA,0,0,0.2,0.3,0,0.3,0.1,0
5441,UI10-00053,Ornamental,NA,NA,0,0,0.2,0.2,0,0.5,0,0
5451,UI10-00054,Ornamental,NA,NA,0,0,0.8,0.1,0,0.1,0,0
5461,UI10-00056,Ornamental,NA,NA,0,0,0.5,0.2,0,0.2,0.1,0
5471,UI10-00057,Ornamental,NA,NA,0.1,0,0.1,0.2,0,0.3,0.2,0
5481,UI10-00058,Ornamental,NA,NA,0.1,0,0.2,0.2,0,0.3,0.1,0
5491,UI10-00060,Ornamental,NA,NA,0,0,0.3,0.3,0,0.3,0,0
5501,UI10-00061,Ornamental,NA,NA,0,0,0.2,0.2,0,0.5,0,0
5511,UI10-00062,Ornamental,NA,NA,0,0,0.4,0.1,0,0.4,0,0
5521,UI10-00063,Ornamental,NA,NA,0.1,0,0.2,0.1,0,0.5,0,0
5531,UI10-00064,Ornamental,NA,NA,0.1,0,0.2,0,0.1,0.5,0.1,0
5541,UI10-00065,Ornamental,NA,NA,0,0,0.2,0.1,0.1,0.6,0,0
5551,UI10-00066,Ornamental,NA,NA,0,0,0.4,0.1,0,0.4,0,0
5561,UI10-00067,Ornamental,NA,NA,0,0,0.2,0,0.1,0.5,0.1,0
5571,UI10-00070,Ornamental,NA,NA,0.1,0,0.4,0.1,0,0.4,0.1,0
5581,UI10-00071,Ornamental,NA,NA,0,0,0.2,0,0,0.6,0,0
5591,UI10-00072,Ornamental,NA,NA,0.1,0,0.1,0,0.1,0.3,0.4,0
5601,UI10-00073,Ornamental,NA,NA,0.1,0,0.3,0.1,0,0.4,0,0
5611,UI10-00074,Ornamental,NA,NA,0.2,0,0.1,0.1,0,0.3,0.2,0
5621,UI10-00075,Ornamental,NA,NA,0,0,0.3,0.1,0,0.5,0,0
5631,UI10-00078,Ornamental,NA,NA,0.1,0,0.3,0.1,0,0.4,0.2,0
5641,UI10-00079,Ornamental,NA,NA,0,0,0.2,0,0,0.6,0,0
5651,UI10-00080,Ornamental,NA,NA,0,0,0.7,0.1,0,0.1,0,0
5661,UI10-00081,Ornamental,NA,NA,0.1,0,0.1,0.2,0,0.3,0.2,0
5671,UI10-00082,Ornamental,NA,NA,0.1,0,0.2,0.1,0,0.5,0,0
5681,UI10-00083,Ornamental,NA,NA,0,0,0.2,0,0.1,0.6,0,0
5691,UI10-00084,Ornamental,NA,NA,0,0,0.2,0,0,0.7,0,0
5701,UI10-00085,Ornamental,NA,NA,0,0,0.8,0.1,0,0,0,0
5711,UI10-00086,Ornamental,NA,NA,0,0,0.2,0,0,0.7,0,0
5721,UI10-00087,Ornamental,NA,NA,0,0,0.2,0,0.1,0.6,0,0
5731,UI10-00088,Ornamental,NA,NA,0,0,0.7,0.1,0,0.2,0,0
5741,UI10-00089,Ornamental,NA,NA,0.1,0,0.1,0.2,0,0.3,0.2,0
5751,UI10-00090,Ornamental,NA,NA,0.1,0,0.3,0.1,0,0.4,0.1,0
5761,UI10-00092,Ornamental,NA,NA,0,0,0.4,0.1,0,0.4,0,0
5771,UI10-00094,Ornamental,NA,NA,0,0,0.4,0.2,0,0.3,0,0
5781,UI10-00096,Ornamental,NA,NA,0.1,0,0.2,0.1,0,0.4,0.1,0
5791,UI10-00097,Ornamental,NA,NA,0,0,0.2,0,0,0.7,0,0
5801,UI10-00099,Ornamental,NA,NA,0.1,0,0.2,0.1,0,0.4,0.1,0
5811,UI10-00100,Ornamental,NA,NA,0,0,0.2,0,0.1,0.6,0,0
5821,UI10-00101,Ornamental,NA,NA,0,0,0.2,0,0.1,0.6,0,0
5831,UI10-00102,Ornamental,NA,NA,0,0,0.7,0.2,0,0.1,0,0
5841,UI10-00104,Ornamental,NA,NA,0.1,0,0.2,0.2,0,0.3,0.2,0
5851,UI10-00105,Ornamental,NA,NA,0,0,0.1,0,0.8,0,0,0.1
5861,UI10-00106,Ornamental,NA,NA,0,0,0.3,0.1,0.3,0.3,0,0
5871,UI10-00107,M. xgiganteus 3x,NA,NA,0,0,0.1,0,0,0.3,0.6,0
5881,UI11-00009,Ornamental,NA,NA,0.1,0,0.2,0.3,0,0.3,0.1,0
5891,UI11-00024,Ornamental,NA,NA,0,0,0.5,0.1,0,0.4,0,0
5901,UI12-00001,Ornamental,NA,NA,0.1,0,0.2,0.2,0,0.3,0.2,0
5911,UI12-00002,Ornamental,NA,NA,0,0,0.6,0.1,0,0.3,0,0
5921,VA-2010-001-022,US naturalized,38.6,-77.4,0,0,0.2,0,0,0.6,0,0
5931,VA-2010-001-B(40)-e,US naturalized,38.6,-77.4,0,0,0.2,0,0.1,0.6,0,0
5941,p196-150A-c,Doubled haploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5951,p877-348-b,Doubled haploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
