Order in barchart,Individual,Accession,Alt ID,Latitude,Longitude,Prefecture (Japan),Collection type,Species based on morphology,Study,"Korea, N China",Yangtze-Qinling,Central Japan,North Japan,SE China,South Japan,Msa,Sichuan,DAPC group,Included in sPCA?,Sac-17,Sac-26,Sac-10,Sac-13,Sac-2,Sac-3,Mcp-10,Mcp-16,Mcp-2,Mcp-5,plastid haplotype ID (letter),plastid haplotype  ID (number),DNA content (pg/2C),Ploidy
1104,PMS-159,,,34.13,111.04,,,M. sinensis,East Asia-wide,0.021,0.949,0.001,0.016,0.003,0,0.008,0.001,2,no,,,,,,,,,,,,,,
1091,PMS-161,,,35.72,112.32,,,M. sinensis,East Asia-wide,0.006,0.981,0,0.004,0,0.003,0.005,0,2,no,,,,,,,,,,,,,,
894,PMS-162,,,35.71,112.61,,,M. sinensis,East Asia-wide,0,0.504,0,0,0,0,0.469,0.027,7,no,,,,,,,,,,,,,,
1108,PMS-163,,,35.72,112.69,,,M. sinensis,East Asia-wide,0.032,0.936,0.001,0,0.003,0.002,0.023,0.002,2,no,,,,,,,,,,,,,,
1142,PMS-164,,,37.34,114.28,,,M. sinensis,East Asia-wide,0.304,0.621,0.008,0.011,0,0.005,0.025,0.025,2,no,,,,,,,,,,,,,,
1132,PMS-165,,,37.34,114.28,,,M. sinensis,East Asia-wide,0.332,0.649,0.012,0.001,0,0.002,0.002,0.002,2,no,,,,,,,,,,,,,,
1131,PMS-167,,,37.35,114.25,,,M. sinensis,East Asia-wide,0.344,0.651,0,0,0.001,0,0.002,0,2,no,,,,,,,,,,,,,,
1129,PMS-168,,,37.33,114.19,,,M. sinensis,East Asia-wide,0.326,0.672,0,0,0,0.001,0,0,2,no,,,,,,,,,,,,,,
1092,PMS-169,,,34.5,113.04,,,M. sinensis,East Asia-wide,0.006,0.979,0.002,0.005,0,0.003,0.003,0,2,no,,,,,,,,,,,,,,
1084,PMS-170,,,34.51,113.04,,,M. sinensis,East Asia-wide,0.002,0.991,0,0,0,0,0.006,0,2,no,,,,,,,,,,,,,,
1090,PMS-171,,,34.51,113.04,,,M. sinensis,East Asia-wide,0.002,0.982,0,0.001,0,0,0.007,0.006,2,no,,,,,,,,,,,,,,
1111,PMS-172,,,34.51,113.04,,,M. sinensis,East Asia-wide,0.028,0.932,0.002,0.013,0.003,0.004,0.014,0.005,2,no,,,,,,,,,,,,,,
1105,PMS-174,,,34.51,113.04,,,M. sinensis,East Asia-wide,0.035,0.949,0.005,0.003,0.001,0.001,0.004,0.002,2,no,,,,,,,,,,,,,,
1086,PMS-176,,,34.51,113.04,,,M. sinensis,East Asia-wide,0.009,0.989,0,0,0,0.001,0,0.001,2,no,,,,,,,,,,,,,,
1085,PMS-178,,,34.51,113.04,,,M. sinensis,East Asia-wide,0.004,0.989,0,0.002,0.001,0.002,0.001,0.001,2,no,,,,,,,,,,,,,,
1147,PMS-180,,,31.88,115.41,,,M. sinensis,East Asia-wide,0.305,0.606,0.004,0.013,0.071,0.001,0,0,2,no,,,,,,,,,,,,,,
956,PMS-182,,,31.76,115.47,,,M. sinensis,East Asia-wide,0.078,0.278,0,0,0.641,0,0.001,0.001,5,no,,,,,,,,,,,,,,
1150,PMS-183,,,31.75,115.49,,,M. sinensis,East Asia-wide,0.269,0.598,0,0.019,0.11,0.001,0.003,0,2,no,,,,,,,,,,,,,,
1152,PMS-184,,,31.74,115.49,,,M. sinensis,East Asia-wide,0.28,0.575,0.002,0.002,0.138,0,0.002,0.001,2,no,,,,,,,,,,,,,,
1148,PMS-189,,,31.76,115.54,,,M. sinensis,East Asia-wide,0.29,0.606,0.001,0,0.103,0,0,0,2,no,,,,,,,,,,,,,,
1143,PMS-190,,,31.76,115.53,,,M. sinensis,East Asia-wide,0.278,0.617,0.001,0,0.101,0.001,0,0.001,2,no,,,,,,,,,,,,,,
935,PMS-192,,,31.79,115.42,,,M. sinensis,East Asia-wide,0.038,0.215,0.001,0.001,0.742,0.001,0.001,0.001,5,no,,,,,,,,,,,,,,
1136,PMS-193,,,31.58,115.34,,,M. sinensis,East Asia-wide,0.231,0.637,0.001,0.003,0.128,0,0,0,2,no,,,,,,,,,,,,,,
1138,PMS-194,,,31.55,115.31,,,M. sinensis,East Asia-wide,0.255,0.626,0.001,0.009,0.108,0.002,0,0,2,no,,,,,,,,,,,,,,
936,PMS-195,,,31.51,115.29,,,M. sinensis,East Asia-wide,0.009,0.252,0,0,0.736,0,0,0.001,5,no,,,,,,,,,,,,,,
1130,PMS-196,,,31.48,115.32,,,M. sinensis,East Asia-wide,0.23,0.656,0.001,0,0.112,0,0,0,2,no,,,,,,,,,,,,,,
1133,PMS-197,,,31.51,115.3,,,M. sinensis,East Asia-wide,0.239,0.642,0,0,0.117,0,0,0,2,no,,,,,,,,,,,,,,
1179,PMS-199,,,31.54,115.15,,,M. sinensis,East Asia-wide,0.171,0.441,0.001,0.001,0.385,0.001,0,0,2,no,,,,,,,,,,,,,,
1140,PMS-200,,,31.6,115.16,,,M. sinensis,East Asia-wide,0.236,0.625,0,0,0.136,0,0,0.002,2,no,,,,,,,,,,,,,,
1144,PMS-201,,,31.58,115.07,,,M. sinensis,East Asia-wide,0.234,0.615,0.001,0.005,0.143,0,0.001,0,2,no,,,,,,,,,,,,,,
1149,PMS-202,,,31.7,115.02,,,M. sinensis,East Asia-wide,0.235,0.602,0.001,0.026,0.132,0.001,0.001,0.002,2,no,,,,,,,,,,,,,,
1137,PMS-203,,,31.7,114.93,,,M. sinensis,East Asia-wide,0.197,0.633,0.001,0.01,0.158,0.001,0,0.001,2,no,,,,,,,,,,,,,,
1151,PMS-204,,,31.7,114.87,,,M. sinensis,East Asia-wide,0.248,0.581,0.001,0,0.169,0,0.001,0,2,no,,,,,,,,,,,,,,
1134,PMS-206,,,31.57,114.83,,,M. sinensis,East Asia-wide,0.217,0.64,0.001,0,0.141,0,0,0,2,no,,,,,,,,,,,,,,
1141,PMS-208,,,31.45,114.64,,,M. sinensis,East Asia-wide,0.212,0.623,0,0.001,0.162,0.001,0,0,2,no,,,,,,,,,,,,,,
948,PMS-211,,,30.98,114.64,,,M. sinensis,East Asia-wide,0.054,0.244,0.001,0.023,0.675,0.001,0,0.001,5,no,,,,,,,,,,,,,,
1077,PMS-212,,,26.95,108.67,,,M. sinensis,East Asia-wide,0.016,0.06,0.005,0.001,0.286,0.007,0.019,0.606,8,no,,,,,,,,,,,,,,
1068,PMS-213,,,26.93,108.65,,,M. sinensis,East Asia-wide,0.009,0.031,0.002,0.017,0.227,0.021,0,0.693,8,no,,,,,,,,,,,,,,
1065,PMS-215,,,26.84,108.59,,,M. sinensis,East Asia-wide,0.004,0.014,0.002,0.033,0.241,0.009,0.001,0.696,8,no,,,,,,,,,,,,,,
1061,PMS-216,,,26.8,108.57,,,M. sinensis,East Asia-wide,0.006,0.019,0.001,0.003,0.19,0.071,0,0.711,8,no,,,,,,,,,,,,,,
1049,PMS-218,,,26.75,108.5,,,M. sinensis,East Asia-wide,0.001,0.029,0.001,0.01,0.124,0.036,0.001,0.797,8,no,,,,,,,,,,,,,,
1044,PMS-222,,,26.65,108.23,,,M. sinensis,East Asia-wide,0,0.001,0.003,0.023,0.117,0.003,0,0.854,8,no,,,,,,,,,,,,,,
1048,PMS-223,,,26.67,108.15,,,M. sinensis,East Asia-wide,0.003,0.001,0.001,0.033,0.132,0.001,0.004,0.824,8,no,,,,,,,,,,,,,,
1036,PMS-224,,,26.63,108.12,,,M. sinensis,East Asia-wide,0,0,0.008,0.006,0.096,0,0.002,0.887,8,no,,,,,,,,,,,,,,
1027,PMS-225,,,26.6,108.02,,,M. sinensis,East Asia-wide,0.003,0,0,0.008,0.063,0.009,0.002,0.913,8,no,,,,,,,,,,,,,,
1015,PMS-226,,,26.62,106.75,,,M. sinensis,East Asia-wide,0.001,0,0,0,0.03,0,0.001,0.967,8,no,,,,,,,,,,,,,,
1017,PMS-227,,,26.61,106.75,,,M. sinensis,East Asia-wide,0.004,0,0.001,0,0.031,0.001,0,0.963,8,no,,,,,,,,,,,,,,
1012,PMS-228,,,26.62,106.75,,,M. sinensis,East Asia-wide,0.001,0,0.001,0.008,0.001,0.001,0.018,0.971,8,no,,,,,,,,,,,,,,
1026,PMS-230,,,26.62,106.76,,,M. sinensis,East Asia-wide,0,0,0.009,0.006,0.019,0.045,0,0.92,8,no,,,,,,,,,,,,,,
1023,PMS-231,,,26.62,106.76,,,M. sinensis,East Asia-wide,0,0,0.002,0.016,0.041,0.006,0.002,0.932,8,no,,,,,,,,,,,,,,
1016,PMS-232,,,26.64,106.62,,,M. sinensis,East Asia-wide,0.001,0,0,0.001,0.013,0.008,0.011,0.966,8,no,,,,,,,,,,,,,,
1022,PMS-235,,,26.66,106.61,,,M. sinensis,East Asia-wide,0.001,0,0.017,0.004,0.027,0.003,0,0.948,8,no,,,,,,,,,,,,,,
1020,PMS-237,,,26.65,106.61,,,M. sinensis,East Asia-wide,0,0.001,0.001,0.002,0.025,0.016,0.002,0.954,8,no,,,,,,,,,,,,,,
1010,PMS-240,,,26.4,106.67,,,M. sinensis,East Asia-wide,0,0,0.001,0.001,0.007,0.019,0,0.972,8,no,,,,,,,,,,,,,,
1070,PMS-249,,,23.34,104.3,,,M. sinensis,East Asia-wide,0,0,0.004,0.003,0.303,0.001,0.004,0.683,8,no,,,,,,,,,,,,,,
1059,PMS-250,,,23.32,104.33,,,M. sinensis,East Asia-wide,0,0,0.001,0.001,0.268,0.014,0,0.715,8,no,,,,,,,,,,,,,,
1064,PMS-251,,,23.33,104.34,,,M. sinensis,East Asia-wide,0,0,0.026,0.013,0.252,0.006,0,0.701,8,no,,,,,,,,,,,,,,
1069,PMS-252,,,23.32,104.36,,,M. sinensis,East Asia-wide,0,0,0.001,0.021,0.277,0.001,0.01,0.69,8,no,,,,,,,,,,,,,,
1057,PMS-256,,,23.27,104.42,,,M. sinensis,East Asia-wide,0,0,0.001,0,0.251,0,0.001,0.746,8,no,,,,,,,,,,,,,,
1072,PMS-257,,,23.26,104.42,,,M. sinensis,East Asia-wide,0,0,0.001,0,0.327,0.014,0.003,0.655,8,no,,,,,,,,,,,,,,
1067,PMS-259,,,23.25,104.45,,,M. sinensis,East Asia-wide,0.002,0.001,0.007,0.002,0.276,0.01,0.009,0.693,8,no,,,,,,,,,,,,,,
1051,PMS-260,,,23.26,104.56,,,M. sinensis,East Asia-wide,0.001,0,0.003,0.004,0.209,0.001,0.001,0.781,8,no,,,,,,,,,,,,,,
1063,PMS-264,,,24.19,102.39,,,M. sinensis,East Asia-wide,0,0.001,0,0,0.296,0,0,0.702,8,no,,,,,,,,,,,,,,
1062,PMS-268,,,24.19,102.38,,,M. sinensis,East Asia-wide,0,0,0,0,0.287,0,0.003,0.708,8,no,,,,,,,,,,,,,,
1071,PMS-270,,,24.17,102.4,,,M. sinensis,East Asia-wide,0,0,0,0,0.327,0,0,0.672,8,no,,,,,,,,,,,,,,
1176,PMS-272,,,28.73,116.44,,,M. sinensis,East Asia-wide,0.189,0.444,0.002,0.001,0.325,0.024,0.016,0,2,no,,,,,,,,,,,,,,
1182,PMS-273,,,28.74,116.54,,,M. sinensis,East Asia-wide,0.21,0.429,0.001,0.001,0.328,0.028,0.001,0.001,2,no,,,,,,,,,,,,,,
886,PMS-276,,,28.73,116.9,,,M. sinensis,East Asia-wide,0,0,0,0,0.428,0,0.569,0.002,5,no,,,,,,,,,,,,,,
1184,PMS-277,,,28.73,116.99,,,M. sinensis,East Asia-wide,0.148,0.419,0.003,0.001,0.426,0.002,0,0,2,no,,,,,,,,,,,,,,
885,PMS-279,,,29.1,117.08,,,M. sinensis,East Asia-wide,0,0,0,0,0.398,0,0.569,0.032,7,no,,,,,,,,,,,,,,
1194,PMS-280,,,29.2,117.07,,,M. sinensis,East Asia-wide,0.198,0.351,0.007,0,0.38,0.005,0.057,0,2,no,,,,,,,,,,,,,,
1186,PMS-281,,,29.26,117.11,,,M. sinensis,East Asia-wide,0.146,0.418,0.041,0.02,0.334,0.002,0.039,0,2,no,,,,,,,,,,,,,,
1190,PMS-284,,,29.49,118.15,,,M. sinensis,East Asia-wide,0.169,0.409,0.002,0.001,0.348,0.026,0.044,0,2,no,,,,,,,,,,,,,,
1192,PMS-285,,,29.64,118.16,,,M. sinensis,East Asia-wide,0.202,0.398,0.028,0.001,0.346,0.024,0.001,0,2,no,,,,,,,,,,,,,,
1180,PMS-288,,,29.96,118.36,,,M. sinensis,East Asia-wide,0.283,0.441,0.002,0.003,0.257,0.001,0.013,0,2,no,,,,,,,,,,,,,,
1160,PMS-291,,,30.32,118.77,,,M. sinensis,East Asia-wide,0.28,0.488,0,0,0.231,0.001,0,0,2,no,,,,,,,,,,,,,,
970,PMS-293,,,31.35,119.68,,,M. sinensis,East Asia-wide,0.06,0.158,0.049,0.015,0.592,0.084,0.001,0.041,5,no,,,,,,,,,,,,,,
1193,PMS-296,,,31.22,120.38,,,M. sinensis,East Asia-wide,0.481,0.377,0,0,0.128,0,0.012,0,2,no,,,,,,,,,,,,,,
1185,PMS-297,,,31.11,120.4,,,M. sinensis,East Asia-wide,0.404,0.418,0.001,0,0.145,0,0.03,0,2,no,,,,,,,,,,,,,,
1188,PMS-299,,,31.06,120.4,,,M. sinensis,East Asia-wide,0.407,0.411,0.006,0,0.094,0.011,0.069,0.002,2,no,,,,,,,,,,,,,,
892,PMS-300,,,30.87,120.14,,,M. sinensis,East Asia-wide,0.201,0.295,0,0,0.023,0,0.479,0,7,no,,,,,,,,,,,,,,
1164,PMS-301,,,30.82,120.07,,,M. sinensis,East Asia-wide,0.371,0.468,0.001,0,0.157,0.003,0,0,2,no,,,,,,,,,,,,,,
1191,PMS-303,,,30.1,119.94,,,M. sinensis,East Asia-wide,0.344,0.408,0.002,0,0.244,0,0,0,2,no,,,,,,,,,,,,,,
1175,PMS-304,,,29.97,119.91,,,M. sinensis,East Asia-wide,0.308,0.446,0,0.002,0.24,0.002,0,0.001,2,no,,,,,,,,,,,,,,
1187,PMS-305,,,29.93,119.88,,,M. sinensis,East Asia-wide,0.301,0.418,0.003,0.002,0.274,0.001,0,0.001,2,no,,,,,,,,,,,,,,
1172,PMS-306,,,29.89,119.84,,,M. sinensis,East Asia-wide,0.304,0.452,0.003,0.012,0.227,0.002,0,0,2,no,,,,,,,,,,,,,,
1178,PMS-307,,,29.86,119.77,,,M. sinensis,East Asia-wide,0.267,0.442,0.009,0.001,0.28,0.001,0,0.001,2,no,,,,,,,,,,,,,,
1183,PMS-308,,,29.8,119.71,,,M. sinensis,East Asia-wide,0.299,0.426,0.003,0,0.251,0.006,0.002,0.013,2,no,,,,,,,,,,,,,,
1181,PMS-310,,,29.59,119.73,,,M. sinensis,East Asia-wide,0.303,0.437,0.005,0,0.251,0.003,0.001,0,2,no,,,,,,,,,,,,,,
1189,PMS-311,,,29.56,119.76,,,M. sinensis,East Asia-wide,0.23,0.409,0.002,0.001,0.354,0.001,0.002,0.001,2,no,,,,,,,,,,,,,,
1170,PMS-314,,,26.53,119.63,,,M. sinensis,East Asia-wide,0.388,0.456,0.008,0.002,0.133,0,0.011,0.002,2,no,,,,,,,,,,,,,,
952,PMS-317,,,26.32,119.5,,,M. sinensis,East Asia-wide,0.046,0.185,0.04,0,0.66,0.066,0,0.002,5,no,,,,,,,,,,,,,,
960,PMS-318,,,26.18,119.54,,,M. sinensis,East Asia-wide,0.064,0.175,0.064,0.002,0.629,0.057,0.002,0.007,5,no,,,,,,,,,,,,,,
954,PMS-321,,,26.02,119.2,,,M. sinensis,East Asia-wide,0.05,0.172,0.035,0.001,0.65,0.092,0,0.001,5,no,,,,,,,,,,,,,,
964,PMS-322,,,26.02,119.2,,,M. sinensis,East Asia-wide,0.043,0.152,0.032,0.001,0.617,0.146,0.001,0.008,5,no,,,,,,,,,,,,,,
955,PMS-323,,,26.02,119.2,,,M. sinensis,East Asia-wide,0.048,0.168,0.004,0.002,0.642,0.123,0.012,0.001,5,no,,,,,,,,,,,,,,
930,PMS-325,,,26.32,117.7,,,M. sinensis,East Asia-wide,0.001,0.115,0.002,0.001,0.772,0.066,0,0.044,5,no,,,,,,,,,,,,,,
938,PMS-327,,,26.15,117.5,,,M. sinensis,East Asia-wide,0.011,0.129,0.005,0.001,0.72,0.071,0.001,0.063,5,no,,,,,,,,,,,,,,
927,PMS-329,,,26.05,117.43,,,M. sinensis,East Asia-wide,0.038,0.143,0,0.02,0.792,0,0.007,0.001,5,no,,,,,,,,,,,,,,
928,PMS-330,,,25.95,117.32,,,M. sinensis,East Asia-wide,0.001,0.111,0.001,0,0.79,0.063,0,0.033,5,no,,,,,,,,,,,,,,
926,PMS-331,,,25.89,117.27,,,M. sinensis,East Asia-wide,0.007,0.079,0.014,0.001,0.795,0.041,0.02,0.044,5,no,,,,,,,,,,,,,,
913,PMS-332,,,25.82,117.19,,,M. sinensis,East Asia-wide,0.005,0.089,0.021,0.008,0.838,0.02,0,0.019,5,no,,,,,,,,,,,,,,
932,PMS-333,,,25.76,117.15,,,M. sinensis,East Asia-wide,0.002,0.085,0.001,0,0.762,0.09,0,0.059,5,no,,,,,,,,,,,,,,
976,PMS-335,,,25.87,116.12,,,M. sinensis,East Asia-wide,0.096,0.244,0.005,0.042,0.567,0.026,0.001,0.019,5,no,,,,,,,,,,,,,,
962,PMS-336,,,25.86,116,,,M. sinensis,East Asia-wide,0.077,0.268,0.016,0.002,0.623,0.007,0.005,0.002,5,no,,,,,,,,,,,,,,
959,PMS-337,,,25.8,115.97,,,M. sinensis,East Asia-wide,0.086,0.223,0.028,0.001,0.638,0.005,0.001,0.017,5,no,,,,,,,,,,,,,,
944,PMS-338,,,25.73,115.89,,,M. sinensis,East Asia-wide,0.09,0.204,0.003,0.001,0.698,0.001,0.001,0.002,5,no,,,,,,,,,,,,,,
929,PMS-339,,,25.66,115.82,,,M. sinensis,East Asia-wide,0.04,0.152,0.001,0.001,0.788,0.014,0.002,0.001,5,no,,,,,,,,,,,,,,
943,PMS-340,,,25.59,115.8,,,M. sinensis,East Asia-wide,0.036,0.172,0.007,0.003,0.701,0.051,0.006,0.024,5,no,,,,,,,,,,,,,,
933,PMS-341,,,25.49,115.77,,,M. sinensis,East Asia-wide,0.043,0.134,0.022,0.009,0.755,0.03,0.006,0.002,5,no,,,,,,,,,,,,,,
922,PMS-342,,,25.44,115.78,,,M. sinensis,East Asia-wide,0.004,0.157,0,0.001,0.802,0.035,0,0.001,5,no,,,,,,,,,,,,,,
917,PMS-343,,,25.41,115.78,,,M. sinensis,East Asia-wide,0.052,0.099,0.001,0.003,0.824,0.009,0.001,0.011,5,no,,,,,,,,,,,,,,
914,PMS-344,,,25.24,115.74,,,M. sinensis,East Asia-wide,0,0.15,0.003,0.001,0.836,0.009,0,0,5,no,,,,,,,,,,,,,,
918,PMS-345,,,24.26,115.96,,,M. sinensis,East Asia-wide,0.001,0.067,0.004,0.009,0.822,0.053,0.009,0.034,5,no,,,,,,,,,,,,,,
916,PMS-347,,,24.17,115.88,,,M. sinensis,East Asia-wide,0.007,0.068,0.005,0.025,0.83,0.031,0.004,0.03,5,no,,,,,,,,,,,,,,
905,PMS-348,,,24.21,115.83,,,M. sinensis,East Asia-wide,0.005,0.072,0.002,0.001,0.865,0.017,0.001,0.039,5,no,,,,,,,,,,,,,,
940,PMS-349,,,24.19,115.82,,,M. sinensis,East Asia-wide,0.094,0.178,0.001,0.01,0.717,0,0,0.001,5,no,,,,,,,,,,,,,,
907,PMS-350,,,24.12,115.66,,,M. sinensis,East Asia-wide,0.012,0.075,0.011,0.001,0.856,0.003,0.007,0.034,5,no,,,,,,,,,,,,,,
900,PMS-351,,,24.07,115.63,,,M. sinensis,East Asia-wide,0,0.074,0.001,0,0.886,0.001,0,0.038,5,no,,,,,,,,,,,,,,
902,PMS-352,,,24.09,115.54,,,M. sinensis,East Asia-wide,0,0.063,0.004,0.01,0.88,0.003,0,0.039,5,no,,,,,,,,,,,,,,
910,PMS-353,,,24.07,115.49,,,M. sinensis,East Asia-wide,0.002,0.102,0.002,0.022,0.843,0.003,0.001,0.024,5,no,,,,,,,,,,,,,,
915,PMS-354,,,24.06,115.4,,,M. sinensis,East Asia-wide,0.007,0.077,0.001,0.01,0.833,0.042,0.001,0.029,5,no,,,,,,,,,,,,,,
904,PMS-356,,,23.2,112.58,,,M. sinensis,East Asia-wide,0.002,0.06,0.001,0.032,0.866,0.002,0,0.036,5,no,,,,,,,,,,,,,,
931,PMS-359,,,22.91,112.34,,,M. sinensis,East Asia-wide,0.004,0.084,0.001,0,0.762,0.03,0.008,0.11,5,no,,,,,,,,,,,,,,
925,PMS-361,,,22.82,112.23,,,M. sinensis,East Asia-wide,0.007,0.033,0.004,0.002,0.797,0.002,0,0.155,5,no,,,,,,,,,,,,,,
920,PMS-364,,,22.51,112.2,,,M. sinensis,East Asia-wide,0.003,0.023,0,0,0.811,0.047,0,0.116,5,no,,,,,,,,,,,,,,
957,PMS-368,,,21.57,110.49,,,M. sinensis,East Asia-wide,0.002,0.014,0.001,0.002,0.638,0.026,0.005,0.312,5,no,,,,,,,,,,,,,,
949,PMS-369,,,21.53,110.42,,,M. sinensis,East Asia-wide,0.001,0.025,0.001,0.001,0.665,0.001,0,0.307,5,no,,,,,,,,,,,,,,
951,PMS-371,,,20.7,110.05,,,M. sinensis,East Asia-wide,0.001,0.004,0.001,0,0.661,0.001,0,0.332,5,no,,,,,,,,,,,,,,
946,PMS-372,,,20.46,110.03,,,M. sinensis,East Asia-wide,0,0.001,0.005,0.003,0.686,0.003,0.001,0.302,5,no,,,,,,,,,,,,,,
953,PMS-375,,,19.63,110.29,,,M. sinensis,East Asia-wide,0.004,0.023,0.001,0,0.65,0.001,0.005,0.317,5,no,,,,,,,,,,,,,,
950,PMS-377,,,19.4,110.15,,,M. sinensis,East Asia-wide,0,0.008,0.001,0,0.664,0.001,0,0.325,5,no,,,,,,,,,,,,,,
934,PMS-380,,,19.04,109.78,,,M. sinensis,East Asia-wide,0,0,0,0,0.75,0.001,0,0.248,5,no,,,,,,,,,,,,,,
942,PMS-381,,,19.01,109.65,,,M. sinensis,East Asia-wide,0.002,0.013,0.002,0.002,0.704,0.006,0.001,0.27,5,no,,,,,,,,,,,,,,
937,PMS-382,,,18.91,109.51,,,M. sinensis,East Asia-wide,0.003,0.003,0.002,0.001,0.734,0.008,0,0.249,5,no,,,,,,,,,,,,,,
958,PMS-384,,,18.66,109.58,,,M. sinensis,East Asia-wide,0.001,0.011,0.002,0.012,0.638,0.027,0.007,0.302,5,no,,,,,,,,,,,,,,
974,PMS-385,,,21.94,108.65,,,M. sinensis,East Asia-wide,0,0.001,0.001,0.001,0.578,0.001,0,0.418,5,no,,,,,,,,,,,,,,
988,PMS-387,,,22.03,108.63,,,M. sinensis,East Asia-wide,0.001,0.038,0.001,0,0.487,0.001,0,0.472,5,no,,,,,,,,,,,,,,
977,PMS-388,,,22.13,108.62,,,M. sinensis,East Asia-wide,0,0.001,0,0,0.561,0.002,0,0.436,5,no,,,,,,,,,,,,,,
989,PMS-389,,,22.19,108.52,,,M. sinensis,East Asia-wide,0.001,0.019,0,0.006,0.484,0.005,0.003,0.482,5,no,,,,,,,,,,,,,,
999,PMS-390,,,22.23,108.42,,,M. sinensis,East Asia-wide,0,0.022,0.002,0,0.436,0,0,0.539,5,no,,,,,,,,,,,,,,
993,PMS-391,,,22.31,108.4,,,M. sinensis,East Asia-wide,0,0.002,0.001,0,0.473,0.001,0,0.523,5,no,,,,,,,,,,,,,,
898,PMS-392,,,22.39,108.38,,,M. sinensis,East Asia-wide,0.007,0.054,0.005,0.002,0.905,0.002,0.025,0.002,5,no,,,,,,,,,,,,,,
975,PMS-395,,,24.54,109.85,,,M. sinensis,East Asia-wide,0.025,0.056,0.001,0.001,0.575,0.002,0,0.34,5,no,,,,,,,,,,,,,,
982,PMS-396,,,24.51,109.95,,,M. sinensis,East Asia-wide,0.012,0.048,0.005,0.001,0.525,0.018,0.018,0.374,5,no,,,,,,,,,,,,,,
967,PMS-397,,,24.4,109.98,,,M. sinensis,East Asia-wide,0.004,0.058,0.001,0.003,0.607,0.021,0.01,0.296,5,no,,,,,,,,,,,,,,
966,PMS-398,,,24.34,110.08,,,M. sinensis,East Asia-wide,0.001,0.061,0.005,0.004,0.613,0.022,0.001,0.292,5,no,,,,,,,,,,,,,,
972,PMS-399,,,24.39,110.13,,,M. sinensis,East Asia-wide,0.002,0.08,0,0.001,0.586,0.002,0,0.328,5,no,,,,,,,,,,,,,,
961,PMS-400,,,24.42,110.21,,,M. sinensis,East Asia-wide,0.001,0.051,0.001,0,0.624,0,0,0.321,5,no,,,,,,,,,,,,,,
963,PMS-401,,,24.54,110.4,,,M. sinensis,East Asia-wide,0.003,0.05,0.001,0.001,0.618,0.008,0,0.319,5,no,,,,,,,,,,,,,,
971,PMS-402,,,24.58,110.43,,,M. sinensis,East Asia-wide,0.007,0.072,0.001,0.001,0.591,0.001,0,0.327,5,no,,,,,,,,,,,,,,
965,PMS-403,,,24.65,110.43,,,M. sinensis,East Asia-wide,0.005,0.054,0.025,0.001,0.617,0,0.001,0.296,5,no,,,,,,,,,,,,,,
969,PMS-404,,,24.69,110.47,,,M. sinensis,East Asia-wide,0.001,0.069,0.003,0.005,0.597,0.025,0.001,0.3,5,no,,,,,,,,,,,,,,
987,PMS-405,,,26.24,111.45,,,M. sinensis,East Asia-wide,0.046,0.277,0,0.008,0.504,0.004,0.004,0.157,5,no,,,,,,,,,,,,,,
984,PMS-406,,,26.32,111.43,,,M. sinensis,East Asia-wide,0.093,0.224,0.001,0.002,0.519,0.001,0,0.159,5,no,,,,,,,,,,,,,,
986,PMS-407,,,26.37,111.37,,,M. sinensis,East Asia-wide,0.07,0.259,0,0,0.517,0,0,0.153,5,no,,,,,,,,,,,,,,
973,PMS-408,,,26.42,111.28,,,M. sinensis,East Asia-wide,0.044,0.185,0.001,0,0.585,0,0,0.184,5,no,,,,,,,,,,,,,,
980,PMS-409,,,26.48,111.25,,,M. sinensis,East Asia-wide,0.068,0.211,0.002,0.002,0.536,0.001,0,0.18,5,no,,,,,,,,,,,,,,
985,PMS-410,,,26.56,111.22,,,M. sinensis,East Asia-wide,0.073,0.178,0.001,0,0.519,0.001,0.003,0.225,5,no,,,,,,,,,,,,,,
978,PMS-411,,,26.67,111.2,,,M. sinensis,East Asia-wide,0.061,0.188,0.006,0.003,0.543,0.011,0.003,0.186,5,no,,,,,,,,,,,,,,
979,PMS-412,,,26.75,111.15,,,M. sinensis,East Asia-wide,0.048,0.272,0,0,0.542,0.001,0,0.137,5,no,,,,,,,,,,,,,,
981,PMS-413,,,26.8,111.21,,,M. sinensis,East Asia-wide,0.072,0.225,0.001,0,0.526,0.001,0.008,0.166,5,no,,,,,,,,,,,,,,
983,PMS-414,,,27,111.28,,,M. sinensis,East Asia-wide,0.094,0.213,0.001,0,0.52,0.001,0,0.172,5,no,,,,,,,,,,,,,,
998,PMS-415,,,27.99,109.59,,,M. sinensis,East Asia-wide,0.001,0.155,0.002,0,0.44,0.009,0,0.394,5,no,,,,,,,,,,,,,,
991,PMS-416,,,28.07,109.59,,,M. sinensis,East Asia-wide,0.01,0.138,0.001,0,0.477,0.002,0.024,0.348,5,no,,,,,,,,,,,,,,
997,PMS-418,,,28.24,109.68,,,M. sinensis,East Asia-wide,0.008,0.136,0.025,0.001,0.441,0.011,0.008,0.369,5,no,,,,,,,,,,,,,,
1000,PMS-419,,,28.27,109.78,,,M. sinensis,East Asia-wide,0.016,0.171,0,0,0.432,0.049,0,0.331,5,no,,,,,,,,,,,,,,
1388,PMS-422,,,28.25,109.94,,,M. sinensis,East Asia-wide,0.706,0.232,0,0,0.049,0.001,0,0.011,1,no,,,,,,,,,,,,,,
