Order in barchart,Individual,Accession,Alt ID,Latitude,Longitude,Prefecture (Japan),Collection type,Species based on morphology,Study,"Korea, N China",Yangtze-Qinling,Central Japan,North Japan,SE China,South Japan,Msa,Sichuan,DAPC group,Included in sPCA?,Sac-17,Sac-26,Sac-10,Sac-13,Sac-2,Sac-3,Mcp-10,Mcp-16,Mcp-2,Mcp-5,plastid haplotype ID (letter),plastid haplotype  ID (number),DNA content (pg/2C),Ploidy
737,EBI-2008-40b,EBI-2008-40,,43.85,141.54,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.013,0.97,0.001,0.013,0.003,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
715,EBI-2008-41a,EBI-2008-41,,43.84,142.54,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.018,0.982,0,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
753,EBI-2008-41c,EBI-2008-41,,43.84,142.54,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.011,0.985,0.001,0.001,0.002,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
833,EBI-2008-41d,EBI-2008-41,,43.84,142.54,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.002,0.986,0,0,0.011,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
867,EBI-2008-42a,EBI-2008-42,,43.62,142.64,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0,0.997,0.001,0,0,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
863,EBI-2008-42b,EBI-2008-42,,43.62,142.64,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.001,0.998,0,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
704,EBI-2008-43a,EBI-2008-43,,43.62,142.66,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.019,0.978,0,0.001,0,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
665,EBI-2008-43b,EBI-2008-43,,43.62,142.66,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.027,0.971,0.001,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
697,EBI-2008-43c,EBI-2008-43,,43.62,142.66,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.021,0.975,0,0,0.003,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
734,EBI-2008-43d,EBI-2008-43,,43.62,142.66,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.014,0.981,0,0,0.004,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
826,EBI-2008-45b,EBI-2008-45,,43.63,142.7,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.002,0.987,0.001,0.008,0.001,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
639,EBI-2008-45c,EBI-2008-45,,43.63,142.7,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.002,0,0.032,0.957,0,0.002,0.007,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
668,EBI-2008-45d,EBI-2008-45,,43.63,142.7,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.026,0.969,0,0.003,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
855,EBI-2008-45e,EBI-2008-45,,43.63,142.7,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.001,0.997,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
870,EBI-2008-46c,EBI-2008-46,,43.62,142.77,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.002,0.854,0,0.001,0.144,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
786,EBI-2008-46d,EBI-2008-46,,43.62,142.77,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.006,0.992,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
617,EBI-2008-46e,EBI-2008-46,,43.62,142.77,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.002,0.002,0.039,0.941,0,0.013,0.001,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
691,EBI-2008-47a,EBI-2008-47,,43.67,142.44,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.022,0.977,0,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
804,EBI-2008-47b,EBI-2008-47,,43.67,142.44,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.004,0.995,0,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
636,EBI-2008-47c,EBI-2008-47,,43.67,142.44,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.033,0.96,0.001,0.001,0.004,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
818,EBI-2008-47d,EBI-2008-47,,43.67,142.44,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.003,0.995,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
765,EBI-2008-47e,EBI-2008-47,,43.67,142.44,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.009,0.987,0,0.001,0.003,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
805,EBI-2008-48a,EBI-2008-48,,43.63,142.43,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.004,0.995,0,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
797,EBI-2008-48b,EBI-2008-48,,43.63,142.43,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.005,0.991,0.001,0,0.002,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
860,EBI-2008-48c,EBI-2008-48,,43.63,142.43,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.001,0.995,0,0,0.003,0,4,yes,251,194,294,306,270,286,215,226,227,249,M,13,,
718,EBI-2008-48d,EBI-2008-48,,43.63,142.43,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.017,0.976,0.001,0.001,0.004,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
778,EBI-2008-48e,EBI-2008-48,,43.63,142.43,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.004,0,0.007,0.981,0,0.007,0.001,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
747,EBI-2008-50a,EBI-2008-50,,43.51,142.58,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.012,0.986,0.001,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
672,EBI-2008-50b,EBI-2008-50,,43.51,142.58,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.025,0.972,0.001,0,0,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
771,EBI-2008-50c,EBI-2008-50,,43.51,142.58,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.008,0.985,0.001,0.001,0.003,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
730,EBI-2008-50d,EBI-2008-50,,43.51,142.58,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.015,0.983,0,0,0.001,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
795,EBI-2008-50e,EBI-2008-50,,43.51,142.58,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.005,0.99,0.002,0.001,0,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
664,EBI-2008-51e,EBI-2008-51,,43.45,142.65,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0.006,0.027,0.961,0,0.002,0.001,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
766,EBI-2008-52b,EBI-2008-52,,43.22,142.49,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.009,0.989,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
864,EBI-2008-52c,EBI-2008-52,,43.22,142.49,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.001,0.997,0,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
840,EBI-2008-52d,EBI-2008-52,,43.22,142.49,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.002,0.998,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
794,EBI-2008-52e,EBI-2008-52,,43.22,142.49,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.005,0.992,0,0.002,0.001,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
688,EBI-2008-54a,EBI-2008-54,,42.64,143.13,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.022,0.975,0,0.001,0.001,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
758,EBI-2008-54b,EBI-2008-54,,42.64,143.13,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.01,0.989,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
827,EBI-2008-54c,EBI-2008-54,,42.64,143.13,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.002,0.992,0.001,0.005,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
705,EBI-2008-54d,EBI-2008-54,,42.64,143.13,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.019,0.979,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
848,EBI-2008-54e,EBI-2008-54,,42.64,143.13,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.001,0.994,0,0.004,0.001,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
787,EBI-2008-55a,EBI-2008-55,,43.24,143.08,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0.001,0.006,0.992,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
699,EBI-2008-55b,EBI-2008-55,,43.24,143.08,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.02,0.973,0,0.003,0.002,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
728,EBI-2008-55c,EBI-2008-55,,43.24,143.08,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.015,0.975,0.001,0.002,0.006,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
806,EBI-2008-55d,EBI-2008-55,,43.24,143.08,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.004,0.995,0,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
852,EBI-2008-55e,EBI-2008-55,,43.24,143.08,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.001,0.993,0,0.001,0.002,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
20,EBI-2008-56a,EBI-2008-56,,43.23,143.55,Hokkaido,seed,M. sacchariflorus,Japan dense-sampling,0.001,0.002,0.003,0.003,0.003,0.004,0.971,0.012,7,no,248,193,296,307,267,283,213,224,226,259,,1,8.38,4x
1,EBI-2008-56c,EBI-2008-56,,43.23,143.55,Hokkaido,seed,M. sacchariflorus,Japan dense-sampling,0,0,0.001,0.004,0,0,0.994,0,7,no,248,193,296,308,267,283,213,224,226,259,,14,,
6,EBI-2008-56e,EBI-2008-56,,43.23,143.55,Hokkaido,seed,M. sacchariflorus,Japan dense-sampling,0.001,0.001,0.001,0.009,0,0,0.988,0,7,no,248,193,296,307,267,283,213,224,226,259,,1,8.41,4x
841,EBI-2008-58b,EBI-2008-58,,42.53,143.43,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.002,0.998,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
614,EBI-2008-58c,EBI-2008-58,,42.53,143.43,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0.001,0.04,0.953,0.001,0.004,0,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
615,EBI-2008-58d,EBI-2008-58,,42.53,143.43,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0.002,0.04,0.95,0,0,0.005,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
756,EBI-2008-58e,EBI-2008-58,,42.53,143.43,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.01,0.977,0.001,0.011,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
652,EBI-2008-59d,EBI-2008-59,,42.41,143.31,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0.001,0.03,0.957,0,0.006,0.006,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
713,EBI-2008-59e,EBI-2008-59,,42.41,143.31,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0.001,0.018,0.975,0,0.004,0.002,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
575,EBI-2008-61a,EBI-2008-61,,42.05,143.31,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.055,0.938,0,0.005,0,0.003,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
568,EBI-2008-61b,EBI-2008-61,,42.05,143.31,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0.001,0.057,0.935,0.001,0.005,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
666,EBI-2008-61c,EBI-2008-61,,42.05,143.31,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.027,0.972,0,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
634,EBI-2008-61d,EBI-2008-61,,42.05,143.31,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.033,0.961,0.001,0.004,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
572,EBI-2008-62a,EBI-2008-62,,42.01,143.26,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.056,0.942,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
547,EBI-2008-62b,EBI-2008-62,,42.01,143.26,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.067,0.929,0,0.001,0,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
534,EBI-2008-62c,EBI-2008-62,,42.01,143.26,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.082,0.913,0.001,0.001,0.002,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
627,EBI-2008-62d,EBI-2008-62,,42.01,143.26,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.036,0.961,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
530,EBI-2008-62e,EBI-2008-62,,42.01,143.26,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.094,0.903,0,0.003,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
533,EBI-2008-64a,EBI-2008-64,,41.93,143.24,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.083,0.909,0,0.006,0,0.001,4,yes,251,194,296,306,270,287,NA,NA,NA,NA,,NA,,
560,EBI-2008-65a,EBI-2008-65,,42.03,143.13,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.061,0.933,0.003,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
592,EBI-2008-66a,EBI-2008-66,,42.13,142.9,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.046,0.947,0.002,0.004,0,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
633,EBI-2008-66b,EBI-2008-66,,42.13,142.9,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.034,0.964,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
591,EBI-2008-66d,EBI-2008-66,,42.13,142.9,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.046,0.943,0,0.011,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
102,EBI-2008-66e,EBI-2008-66,,42.13,142.9,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.002,0,0.088,0,0.001,0.908,0,0,6,yes,255,194,293,305,268,283,215,223,227,240,,15,,
141,EBI-2008-67a,EBI-2008-67,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.025,0,0.108,0,0.002,0.865,0,0,6,yes,255,194,293,305,266,285,218,225,228,242,,16,,
165,EBI-2008-67b,EBI-2008-67,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.026,0,0.132,0.014,0.011,0.817,0,0,6,yes,255,194,293,305,266,285,218,225,228,242,,16,,
151,EBI-2008-67c,EBI-2008-67,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.023,0,0.111,0.002,0.011,0.851,0,0,6,yes,255,194,293,305,266,285,218,225,228,242,,16,,
125,EBI-2008-67d,EBI-2008-67,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.003,0.001,0.106,0.001,0.007,0.882,0,0,6,yes,255,194,293,305,266,285,218,225,228,242,,16,,
149,EBI-2008-67e,EBI-2008-67,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.019,0,0.125,0.001,0.003,0.852,0,0,6,yes,255,194,293,305,266,285,218,225,228,242,,16,,
91,EBI-2008-68a,EBI-2008-68,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.07,0.001,0.001,0.926,0,0,6,yes,255,194,293,305,268,283,216,223,227,240,,17,,
132,EBI-2008-68b,EBI-2008-68,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.004,0.006,0.072,0.035,0.007,0.877,0,0,6,yes,255,194,293,305,268,283,216,223,227,240,,17,,
98,EBI-2008-68c,EBI-2008-68,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.006,0.001,0.07,0.001,0.009,0.913,0,0,6,yes,255,194,293,305,268,283,216,223,227,240,,17,,
110,EBI-2008-68d,EBI-2008-68,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.007,0.001,0.088,0,0.001,0.903,0,0,6,yes,255,194,293,305,268,283,216,223,227,240,,17,,
150,EBI-2008-68e,EBI-2008-68,,33.5,130.52,Fukuoka,seed,M. sinensis,Japan dense-sampling,0.004,0.001,0.118,0.003,0.022,0.852,0,0,6,yes,255,194,293,305,268,283,216,223,227,240,,17,,
87,EBI-2008-69a,EBI-2008-69,,32.95,131.13,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.054,0.001,0.001,0.941,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
80,EBI-2008-69c,EBI-2008-69,,32.95,131.13,Kumamoto,seed,M. sinensis,Japan dense-sampling,0,0,0.006,0,0.001,0.992,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,5.26,2x
85,EBI-2008-69d,EBI-2008-69,,32.95,131.13,Kumamoto,seed,M. sinensis,Japan dense-sampling,0,0.001,0.047,0.003,0.001,0.947,0,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
92,EBI-2008-69e,EBI-2008-69,,32.95,131.13,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.073,0.002,0,0.923,0,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
109,EBI-2008-70a,EBI-2008-70,,32.72,131.3,Miyazaki,seed,M. sinensis,Japan dense-sampling,0.004,0.001,0.089,0.001,0.001,0.904,0,0.001,6,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
83,EBI-2008-70b,EBI-2008-70,,32.72,131.3,Miyazaki,seed,M. sinensis,Japan dense-sampling,0,0,0.029,0.003,0.001,0.966,0,0,6,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
81,EBI-2008-70c,EBI-2008-70,,32.72,131.3,Miyazaki,seed,M. sinensis,Japan dense-sampling,0,0,0.023,0,0,0.976,0,0,6,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
199,EBI-2008-70d,EBI-2008-70,,32.72,131.3,Miyazaki,seed,M. sinensis,Japan dense-sampling,0.179,0.237,0.001,0,0.083,0.5,0,0,6,no,251,194,294,306,270,287,215,226,227,249,C,6,,
90,EBI-2008-70e,EBI-2008-70,,32.72,131.3,Miyazaki,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.065,0,0.003,0.929,0,0,6,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
155,EBI-2008-71a,EBI-2008-71,,32.68,131.03,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.005,0.001,0.112,0.014,0.025,0.84,0,0.002,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
121,EBI-2008-71b,EBI-2008-71,,32.68,131.03,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.003,0.001,0.105,0,0.005,0.886,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
136,EBI-2008-71c,EBI-2008-71,,32.68,131.03,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.016,0.001,0.091,0.002,0.017,0.872,0.001,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
138,EBI-2008-71d,EBI-2008-71,,32.68,131.03,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.004,0.002,0.12,0.002,0.004,0.867,0,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,5.31,2x
128,EBI-2008-71e,EBI-2008-71,,32.68,131.03,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.02,0,0.1,0,0,0.879,0,0,6,yes,255,194,294,305,270,285,216,225,228,242,,19,,
117,EBI-2008-72a,EBI-2008-72,,32.65,130.82,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.087,0.002,0.015,0.893,0,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
89,EBI-2008-72b,EBI-2008-72,,32.65,130.82,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.066,0.001,0.001,0.93,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
119,EBI-2008-72c,EBI-2008-72,,32.65,130.82,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.002,0.002,0.065,0.009,0.031,0.891,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
108,EBI-2008-72d,EBI-2008-72,,32.65,130.82,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.004,0.002,0.081,0.001,0.007,0.905,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
131,EBI-2008-72e,EBI-2008-72,,32.65,130.82,Kumamoto,seed,M. sinensis,Japan dense-sampling,0.001,0.013,0.09,0.002,0.015,0.878,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
650,EBI-2009-01a,EBI-2009-01,,43.53,143.64,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0.001,0.031,0.966,0,0.001,0.002,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
801,EBI-2009-01b,EBI-2009-01,,43.53,143.64,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.004,0.992,0,0.001,0.004,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
719,EBI-2009-01c,EBI-2009-01,,43.53,143.64,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.017,0.979,0,0.001,0.003,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
851,EBI-2009-01d,EBI-2009-01,,43.53,143.64,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.001,0.993,0,0.001,0.003,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
725,EBI-2009-02b,EBI-2009-02,,43.53,143.64,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.015,0.982,0,0,0.001,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
868,EBI-2009-02c,EBI-2009-02,,43.53,143.64,Hokkaido,seed,M. sinensis x M. sacchariflorus,Japan dense-sampling,0,0,0.001,0.732,0,0,0.267,0,4,no,251,194,294,306,270,287,215,226,227,249,C,6,5.4,2x
743,EBI-2009-04b,EBI-2009-04,,43.45,143.69,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.012,0.982,0.001,0.004,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
793,EBI-2009-04c,EBI-2009-04,,43.45,143.69,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.005,0.991,0,0.003,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
757,EBI-2009-04d,EBI-2009-04,,43.45,143.69,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0.003,0.01,0.982,0.001,0.001,0.001,0.002,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
773,EBI-2009-04e,EBI-2009-04,,43.45,143.69,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.008,0.979,0,0.013,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
683,EBI-2009-05a,EBI-2009-05,,43.45,143.68,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0.001,0.023,0.974,0.001,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
703,EBI-2009-05b,EBI-2009-05,,43.45,143.68,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.004,0,0.019,0.972,0.003,0.001,0.001,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
653,EBI-2009-05c,EBI-2009-05,,43.45,143.68,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.009,0.004,0.03,0.947,0.001,0.004,0.006,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
670,EBI-2009-05d,EBI-2009-05,,43.45,143.68,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.026,0.968,0.003,0,0.002,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
646,EBI-2009-05e,EBI-2009-05,,43.45,143.68,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.031,0.967,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
651,EBI-2009-06a,EBI-2009-06,,43.76,144.24,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.031,0.968,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
642,EBI-2009-06b,EBI-2009-06,,43.76,144.24,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.032,0.966,0.001,0.001,0,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
669,EBI-2009-06c,EBI-2009-06,,43.76,144.24,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.026,0.969,0,0.001,0.003,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
724,EBI-2009-08i,EBI-2009-08,,43.75,144.23,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.016,0.978,0,0.003,0.002,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
772,EBI-2009-09b,EBI-2009-09,,43.95,144.07,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.008,0.99,0.001,0,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
696,EBI-2009-09c,EBI-2009-09,,43.95,144.07,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.021,0.979,0,0.001,0,0,4,yes,255,194,294,305,266,285,216,224,228,237,,20,,
