#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
37938747	Sobic.001G007000	Sobic.001G007000.2	Sobic.001G007000.2.p	PF13242,PF13344	PTHR19288,PTHR19288:SF33	KOG2882	3.1.3.18			AT5G47760.1	ATPGLP2,ATPK5,PGLP2	2-phosphoglycolate phosphatase 2	LOC_Os09g08660.1		4-nitrophenylphosphatase, putative, expressed
37939924	Sobic.001G007100	Sobic.001G007100.1	Sobic.001G007100.1.p		PTHR21717,PTHR21717:SF28					AT5G03780.1	TRFL10	TRF-like 10	LOC_Os11g06190.1		expressed protein
37939925	Sobic.001G007100	Sobic.001G007100.2	Sobic.001G007100.2.p		PTHR21717,PTHR21717:SF28								LOC_Os11g06190.1		expressed protein
37939324	Sobic.001G007200	Sobic.001G007200.2	Sobic.001G007200.2.p	PF00447	PTHR10015:SF149,PTHR10015			K09419	GO:0003700,GO:0005634,GO:0006355,GO:0043565	AT5G16820.1	ATHSF3,ATHSFA1B,HSF3,HSFA1B	heat shock factor 3	LOC_Os03g63750.1		HSF-type DNA-binding domain containing protein, expressed
37939325	Sobic.001G007200	Sobic.001G007200.3	Sobic.001G007200.3.p	PF00447	PTHR10015,PTHR10015:SF149			K09419	GO:0043565,GO:0006355,GO:0005634,GO:0003700	AT5G16820.1	ATHSF3,ATHSFA1B,HSF3,HSFA1B	heat shock factor 3	LOC_Os03g63750.1		HSF-type DNA-binding domain containing protein, expressed
37939188	Sobic.001G007300	Sobic.001G007300.1	Sobic.001G007300.1.p		PTHR11207		3.1.26.3			AT1G24450.1	NFD2	Ribonuclease III family protein	LOC_Os03g63740.1		NFD2, putative, expressed
37939918	Sobic.001G007400	Sobic.001G007400.1	Sobic.001G007400.1.p	PF14259,PF00076	PTHR24012,PTHR24012:SF476	KOG0114		K14837	GO:0003676	AT5G46840.1		RNA-binding (RRM/RBD/RNP motifs) family protein	LOC_Os03g63730.1		RNA recognition motif containing protein, putative, expressed
37942149	Sobic.001G007500	Sobic.001G007500.1	Sobic.001G007500.1.p	PF01138	PTHR11953,PTHR11953:SF1	KOG1069		K12590		AT3G46210.3		Ribosomal protein S5 domain 2-like superfamily protein	LOC_Os03g63720.1		exosome complex exonuclease, putative, expressed
37938371	Sobic.001G007600	Sobic.001G007600.1	Sobic.001G007600.1.p	PF01412	PTHR23180,PTHR23180:SF275	KOG0706		K12493	GO:0005096	AT4G17890.1	AGD8	ARF-GAP domain 8	LOC_Os03g63710.1		GTPase-activating protein, putative, expressed
37942261	Sobic.001G007700	Sobic.001G007700.2	Sobic.001G007700.2.p	PF06094	PTHR12510	KOG4450	2.3.2.4			AT3G02910.1		AIG2-like (avirulence induced gene) family protein	LOC_Os03g63700.1		AIG2-like family domain containing protein, expressed
37944156	Sobic.001G007800	Sobic.001G007800.1	Sobic.001G007800.1.p	PF00400,PF04158	PTHR22851,PTHR22851:SF0			K11806	GO:0005515	AT4G28450.1		nucleotide binding;protein binding	LOC_Os01g13730.1		WD domain, G-beta repeat domain containing protein, expressed
37938331	Sobic.001G007900	Sobic.001G007900.1	Sobic.001G007900.1.p	PF13862	PTHR13261			K15262		AT2G44510.1		CDK inhibitor P21 binding protein	LOC_Os03g63690.1		BCCIP, putative, expressed
37938106	Sobic.001G008000	Sobic.001G008000.2	Sobic.001G008000.2.p	PF12854,PF13041	PTHR24015					AT4G20090.1	EMB1025	Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os06g30420.1		PPR repeat domain containing protein, putative, expressed
37942492	Sobic.001G008100	Sobic.001G008100.1	Sobic.001G008100.1.p	PF06979	PTHR13281,PTHR13281:SF0	KOG4478		K17966		AT2G35790.1			LOC_Os03g63680.1		expressed protein
37938544	Sobic.001G008200	Sobic.001G008200.1	Sobic.001G008200.1.p	PF07842	PTHR12214,PTHR12214:SF0			K13211	GO:0006355,GO:0005634,GO:0003677,GO:0003700	AT5G08550.1	ILP1	GC-rich sequence DNA-binding factor-like protein	LOC_Os03g63670.2		expressed protein
37942678	Sobic.001G008300	Sobic.001G008300.1	Sobic.001G008300.1.p		PTHR21596:SF8,PTHR21596					AT3G45900.1		Ribonuclease P protein subunit P38-related	LOC_Os03g63660.1		expressed protein
37942677	Sobic.001G008300	Sobic.001G008300.2	Sobic.001G008300.2.p		PTHR21596:SF8,PTHR21596					AT3G45900.1		Ribonuclease P protein subunit P38-related	LOC_Os03g63660.1		expressed protein
37943384	Sobic.001G008400	Sobic.001G008400.1	Sobic.001G008400.1.p	PF13713,PF08381	PTHR22870					AT1G31880.1	BRX,NLM9	DZC (Disease resistance/zinc finger/chromosome condensation-like region) domain containing protein	LOC_Os03g63650.1		brevis radix, putative, expressed
37943385	Sobic.001G008400	Sobic.001G008400.2	Sobic.001G008400.2.p	PF08381	PTHR22870					AT1G31880.1	BRX,NLM9	DZC (Disease resistance/zinc finger/chromosome condensation-like region) domain containing protein	LOC_Os03g63650.1		brevis radix, putative, expressed
37941929	Sobic.001G008500	Sobic.001G008500.1	Sobic.001G008500.1.p	PF07521,PF00753,PF10996,PF11718	PTHR11203,PTHR11203:SF11			K14403		AT1G61010.1	CPSF73-I	cleavage and polyadenylation specificity factor 73-I	LOC_Os03g63590.1		metallo-beta-lactamase, putative, expressed
37939486	Sobic.001G008600	Sobic.001G008600.1	Sobic.001G008600.1.p	PF04185	PTHR31956,PTHR31956:SF1		3.1.4.3	K01114	GO:0016788	AT3G03530.1	NPC4	non-specific phospholipase C4	LOC_Os03g63580.1		phosphoesterase family protein, putative, expressed
37938664	Sobic.001G008700	Sobic.001G008700.1	Sobic.001G008700.1.p	PF04483	PTHR33787,PTHR33787:SF3					AT3G56830.1		Protein of unknown function (DUF565)	LOC_Os03g63554.1		DUF565 domain containing protein, putative, expressed
37938665	Sobic.001G008700	Sobic.001G008700.2	Sobic.001G008700.2.p	PF04483	PTHR33787,PTHR33787:SF3					AT3G56830.1		Protein of unknown function (DUF565)	LOC_Os03g63554.1		DUF565 domain containing protein, putative, expressed
37944173	Sobic.001G008800	Sobic.001G008800.1	Sobic.001G008800.1.p		PTHR35110,PTHR35110:SF2					AT1G73940.1			LOC_Os03g63550.1		expressed protein
37944289	Sobic.001G008900	Sobic.001G008900.1	Sobic.001G008900.1.p		PTHR34551					AT2G28440.1		proline-rich family protein	LOC_Os03g63540.1		lysine-rich arabinogalactan protein 19 precursor, putative, expressed
37942808	Sobic.001G009000	Sobic.001G009000.1	Sobic.001G009000.1.p										LOC_Os01g46050.1		expressed protein
37944130	Sobic.001G009100	Sobic.001G009100.1	Sobic.001G009100.1.p										LOC_Os01g46690.1		expressed protein
37944129	Sobic.001G009100	Sobic.001G009100.2	Sobic.001G009100.2.p										LOC_Os01g46690.1		expressed protein
37944131	Sobic.001G009100	Sobic.001G009100.3	Sobic.001G009100.3.p										LOC_Os01g46690.1		expressed protein
37939514	Sobic.001G009200	Sobic.001G009200.1	Sobic.001G009200.1.p	PF00808	PTHR10252,PTHR10252:SF44					AT1G07980.1	NF-YC10	nuclear factor Y, subunit C10	LOC_Os03g63530.1		histone-like transcription factor and archaeal histone, putative, expressed
37944708	Sobic.001G009300	Sobic.001G009300.1	Sobic.001G009300.1.p	PF04511	PTHR11009	KOG0858		K13989		AT4G04860.1	DER2.2	DERLIN-2.2	LOC_Os03g63520.1		Der1-like family domain containing protein, expressed
37944709	Sobic.001G009300	Sobic.001G009300.2	Sobic.001G009300.2.p	PF04511	PTHR11009	KOG0858				AT4G04860.1	DER2.2	DERLIN-2.2	LOC_Os03g63520.1		Der1-like family domain containing protein, expressed
37942683	Sobic.001G009400	Sobic.001G009400.1	Sobic.001G009400.1.p	PF13812,PF01535	PTHR24015,PTHR24015:SF858					AT1G03510.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os03g63510.1		pentatricopeptide, putative, expressed
37941030	Sobic.001G009500	Sobic.001G009500.3	Sobic.001G009500.3.p		PTHR34291,PTHR34291:SF1					AT5G65660.1		hydroxyproline-rich glycoprotein family protein			
37940097	Sobic.001G009600	Sobic.001G009600.1	Sobic.001G009600.1.p	PF03969	PTHR12169,PTHR12169:SF5	KOG2383			GO:0005524	AT2G25530.1		AFG1-like ATPase family protein	LOC_Os03g63500.1		ATPase, AFG1 family domain containing protein, expressed
37940510	Sobic.001G009700	Sobic.001G009700.1	Sobic.001G009700.1.p	PF00125,PF16211	PTHR23430	KOG1756		K11251	GO:0003677	AT5G02560.1	HTA12	histone H2A 12	LOC_Os05g02300.1		Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed
37938749	Sobic.001G009800	Sobic.001G009800.1	Sobic.001G009800.1.p	PF10539	PTHR10857,PTHR10857:SF43					AT3G27090.1		DCD (Development and Cell Death) domain protein	LOC_Os05g41930.2		N-rich protein, putative, expressed
37944850	Sobic.001G009900	Sobic.001G009900.1	Sobic.001G009900.1.p	PF02569	PTHR21299,PTHR21299:SF1	KOG3042	6.3.2.1	K01918	GO:0015940,GO:0004592	AT5G48840.1	ATPTS,PANC,PTS	homolog of bacterial PANC	LOC_Os03g63490.1		pantoate--beta-alanine ligase, putative, expressed
37941156	Sobic.001G010000	Sobic.001G010000.1	Sobic.001G010000.1.p	PF12854,PF01535	PTHR24015,PTHR24015:SF455					AT2G35030.1		Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os05g02210.1		pentatricopeptide, putative, expressed
37944308	Sobic.001G010100	Sobic.001G010100.1	Sobic.001G010100.1.p	PF12796	PTHR24193,PTHR24193:SF88	KOG4214				AT4G35450.1	AFT,AKR2,AKR2A	ankyrin repeat-containing protein 2	LOC_Os03g63480.1		ankyrin repeat domain containing protein, expressed
37943075	Sobic.001G010200	Sobic.001G010200.1	Sobic.001G010200.1.p		PTHR33916,PTHR33916:SF1					AT2G47010.2			LOC_Os05g19030.2		expressed protein
37943074	Sobic.001G010200	Sobic.001G010200.2	Sobic.001G010200.2.p		PTHR33916,PTHR33916:SF1					AT2G47010.2			LOC_Os05g19030.2		expressed protein
37940996	Sobic.001G010300	Sobic.001G010300.1	Sobic.001G010300.1.p		PTHR22850,PTHR22850:SF115	KOG0265				AT5G50970.1		transducin family protein / WD-40 repeat family protein	LOC_Os03g63470.1		retrotransposon protein, putative, unclassified, expressed
37944098	Sobic.001G010400	Sobic.001G010400.1	Sobic.001G010400.1.p		PTHR34050,PTHR34050:SF3					AT5G47870.1			LOC_Os03g63450.2		snRK1-interacting protein 1, putative, expressed
37940043	Sobic.001G010500	Sobic.001G010500.1	Sobic.001G010500.1.p	PF07899	PTHR31791,PTHR31791:SF3					AT4G00650.1	FLA,FRI	FRIGIDA-like protein	LOC_Os03g63440.1		frigida, putative, expressed
37943481	Sobic.001G010600	Sobic.001G010600.1	Sobic.001G010600.1.p	PF14580	PTHR10552	KOG1644		K11092		AT1G09760.1	U2A\'	U2 small nuclear ribonucleoprotein A	LOC_Os02g13990.1		U2 small nuclear ribonucleoprotein A, putative, expressed
37937368	Sobic.001G010700	Sobic.001G010700.1	Sobic.001G010700.1.p	PF01399	PTHR10855,PTHR10855:SF1			K03035	GO:0005515	AT5G09900.1	EMB2107,MSA,RPN5A	26S proteasome regulatory subunit, putative (RPN5)	LOC_Os03g63430.1		proteasome subunit, putative, expressed
37940188	Sobic.001G010800	Sobic.001G010800.1	Sobic.001G010800.1.p	PF01588	PTHR11586,PTHR11586:SF18	KOG2241	6.1.1.1		GO:0000049	AT3G59980.1		Nucleic acid-binding, OB-fold-like protein	LOC_Os04g23820.1		methionyl-tRNA synthetase, putative, expressed
37943202	Sobic.001G010900	Sobic.001G010900.1	Sobic.001G010900.1.p	PF00462	PTHR10293:SF37,PTHR10293	KOG1752	1.8.1.9	K07390	GO:0009055,GO:0015035,GO:0045454	AT3G54900.1	ATGRXCP,CXIP1	CAX interacting protein 1	LOC_Os03g63420.1		OsGrx_S14 - glutaredoxin subgroup II, expressed
37941419	Sobic.001G011000	Sobic.001G011000.1	Sobic.001G011000.1.p	PF03144,PF03143,PF00009	PTHR23115,PTHR23115:SF155		3.6.5.3	K02358	GO:0005525	AT4G02930.1		GTP binding Elongation factor Tu family protein	LOC_Os03g63410.1		elongation factor Tu, putative, expressed
37940827	Sobic.001G011100	Sobic.001G011100.2	Sobic.001G011100.2.p												
37939247	Sobic.001G011200	Sobic.001G011200.1	Sobic.001G011200.1.p	PF01849	PTHR10351,PTHR10351:SF47	KOG2240		K01527		AT1G17880.1	ATBTF3,BTF3	basic transcription factor 3	LOC_Os03g63400.1		transcription factor BTF3, putative, expressed
37942777	Sobic.001G011300	Sobic.001G011300.1	Sobic.001G011300.1.p		PTHR33880,PTHR33880:SF3					AT4G14100.1		transferases, transferring glycosyl groups	LOC_Os03g63380.1		expressed protein
37943581	Sobic.001G011400	Sobic.001G011400.1	Sobic.001G011400.1.p	PF03765,PF00650	PTHR10174,PTHR10174:SF140	KOG1471				AT1G01630.1		Sec14p-like phosphatidylinositol transfer family protein	LOC_Os03g63370.1		CRAL/TRIO domain containing protein, expressed
37943582	Sobic.001G011400	Sobic.001G011400.2	Sobic.001G011400.2.p	PF00650	PTHR10174,PTHR10174:SF140					AT1G01630.1		Sec14p-like phosphatidylinositol transfer family protein	LOC_Os03g63370.1		CRAL/TRIO domain containing protein, expressed
37943558	Sobic.001G011600	Sobic.001G011600.1	Sobic.001G011600.1.p	PF10063	PTHR36716,PTHR36716:SF2					AT1G28140.1			LOC_Os03g63360.1		glutathione S-transferase, putative, expressed
37943559	Sobic.001G011600	Sobic.001G011600.2	Sobic.001G011600.2.p	PF10063	PTHR36716,PTHR36716:SF2					AT1G28140.1			LOC_Os03g63360.1		glutathione S-transferase, putative, expressed
37938698	Sobic.001G011700	Sobic.001G011700.1	Sobic.001G011700.1.p	PF00696	PTHR21499,PTHR21499:SF34		2.7.2.4	K00928		AT5G13280.1	AK,AK-LYS1,AK1	aspartate kinase 1	LOC_Os03g63330.1		aspartokinase, chloroplast precursor, putative, expressed
37938488	Sobic.001G011800	Sobic.001G011800.1	Sobic.001G011800.1.p	PF00536	PTHR10627				GO:0005515	AT3G48800.1		Sterile alpha motif (SAM) domain-containing protein	LOC_Os03g63320.1		SAM domain containing protein, putative, expressed
37942222	Sobic.001G012000	Sobic.001G012000.1	Sobic.001G012000.1.p	PF00067	PTHR24298,PTHR24298:SF144		1.14.13.68	K13029	GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT3G26300.1	CYP71B34	cytochrome P450, family 71, subfamily B, polypeptide 34	LOC_Os03g63310.1		cytochrome P450 71E1, putative, expressed
37944989	Sobic.001G012100	Sobic.001G012100.1	Sobic.001G012100.1.p	PF00106	PTHR24322,PTHR24322:SF378	KOG0725	1.1.1.9		GO:0016491,GO:0008152	AT3G01980.4		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os03g63290.1		oxidoreductase, short chain dehydrogenase/reductase family protein, putative, expressed
37944990	Sobic.001G012100	Sobic.001G012100.2	Sobic.001G012100.2.p	PF00106	PTHR24322		1.1.1.9		GO:0016491,GO:0008152	AT3G01980.4		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os03g63290.1		oxidoreductase, short chain dehydrogenase/reductase family protein, putative, expressed
37944991	Sobic.001G012100	Sobic.001G012100.3	Sobic.001G012100.3.p	PF00106	PTHR24322		1.1.1.9		GO:0016491,GO:0008152	AT3G01980.1		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os03g63290.1		oxidoreductase, short chain dehydrogenase/reductase family protein, putative, expressed
37942009	Sobic.001G012200	Sobic.001G012200.1	Sobic.001G012200.1.p	PF00067	PTHR24298,PTHR24298:SF144		1.14.13.68	K13029	GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT1G13110.1	CYP71B7	cytochrome P450, family 71 subfamily B, polypeptide 7	LOC_Os12g32850.1		cytochrome P450, putative, expressed
37937577	Sobic.001G012300	Sobic.001G012300.1	Sobic.001G012300.1.p	PF00067	PTHR24298,PTHR24298:SF1	KOG0156	1.14.13.41	K13027	GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G39950.1	CYP79B2	cytochrome P450, family 79, subfamily B, polypeptide 2	LOC_Os03g37290.1		cytochrome P450, putative, expressed
37938940	Sobic.001G012400	Sobic.001G012400.1	Sobic.001G012400.1.p	PF00201	PTHR11926,PTHR11926:SF269	KOG1192	2.4.1.85	K13030	GO:0016758,GO:0008152	AT1G22380.1	AtUGT85A3,UGT85A3	UDP-glucosyl transferase 85A3	LOC_Os02g51910.1		cytokinin-O-glucosyltransferase 2, putative, expressed
37944026	Sobic.001G012500	Sobic.001G012500.1	Sobic.001G012500.1.p	PF00043,PF02798	PTHR11260,PTHR11260:SF262	KOG0867	2.5.1.18		GO:0005515	AT3G62760.1	ATGSTF13	Glutathione S-transferase family protein	LOC_Os01g55830.1		glutathione S-transferase, putative, expressed
37944027	Sobic.001G012500	Sobic.001G012500.2	Sobic.001G012500.2.p	PF00043,PF02798	PTHR11260,PTHR11260:SF262	KOG0867	2.5.1.18	K00799	GO:0005515	AT3G62760.1	ATGSTF13	Glutathione S-transferase family protein	LOC_Os01g55830.1		glutathione S-transferase, putative, expressed
37940756	Sobic.001G012600	Sobic.001G012600.1	Sobic.001G012600.1.p	PF01554	PTHR11206,PTHR11206:SF143	KOG1347		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	AT3G21690.1		MATE efflux family protein	LOC_Os03g37490.1		MATE efflux family protein, putative, expressed
37940757	Sobic.001G012600	Sobic.001G012600.2	Sobic.001G012600.2.p	PF01554	PTHR11206,PTHR11206:SF143	KOG1347		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	AT3G21690.1		MATE efflux family protein	LOC_Os03g37490.1		MATE efflux family protein, putative, expressed
37945174	Sobic.001G012700	Sobic.001G012700.1	Sobic.001G012700.1.p	PF03407	PTHR24015,PTHR24015:SF903					AT4G19970.1			LOC_Os03g63280.1		regulatory protein, putative, expressed
37937684	Sobic.001G012800	Sobic.001G012800.1	Sobic.001G012800.1.p	PF03407	PTHR24015,PTHR24015:SF807					AT1G14590.1		Nucleotide-diphospho-sugar transferase family protein	LOC_Os03g63270.1		regulatory protein, putative, expressed
37937685	Sobic.001G012800	Sobic.001G012800.2	Sobic.001G012800.2.p	PF03407	PTHR24015,PTHR24015:SF807					AT1G14590.1		Nucleotide-diphospho-sugar transferase family protein	LOC_Os03g63270.1		regulatory protein, putative, expressed
37940878	Sobic.001G012900	Sobic.001G012900.1	Sobic.001G012900.1.p	PF12022,PF06148	PTHR12961				GO:0016020,GO:0015031,GO:0007030	AT4G24840.1			LOC_Os03g63250.1		brefeldin A-sensitive Golgi protein-like, putative, expressed
37940877	Sobic.001G012900	Sobic.001G012900.2	Sobic.001G012900.2.p	PF12022,PF06148	PTHR12961				GO:0016020,GO:0015031,GO:0007030	AT4G24840.1			LOC_Os03g63250.1		brefeldin A-sensitive Golgi protein-like, putative, expressed
37937375	Sobic.001G013000	Sobic.001G013000.1	Sobic.001G013000.1.p	PF05627	PTHR33159,PTHR33159:SF7			K13456		AT3G25070.1	RIN4	RPM1 interacting protein 4	LOC_Os03g63140.2		nitrate-induced NOI protein, expressed
37937376	Sobic.001G013000	Sobic.001G013000.2	Sobic.001G013000.2.p	PF05627	PTHR33159,PTHR33159:SF7			K13456		AT3G25070.1	RIN4	RPM1 interacting protein 4	LOC_Os03g63140.1		nitrate-induced NOI protein, expressed
37937377	Sobic.001G013000	Sobic.001G013000.3	Sobic.001G013000.3.p	PF05627	PTHR33159,PTHR33159:SF7			K13456		AT3G25070.1	RIN4	RPM1 interacting protein 4	LOC_Os03g63140.2		nitrate-induced NOI protein, expressed
37942327	Sobic.001G013100	Sobic.001G013100.1	Sobic.001G013100.1.p		PTHR12701,PTHR12701:SF13	KOG1962		K14009	GO:0016021,GO:0006886,GO:0005783	AT5G48660.1		B-cell receptor-associated protein 31-like 	LOC_Os03g63110.1		prefoldin, putative, expressed
37944431	Sobic.001G013200	Sobic.001G013200.1	Sobic.001G013200.1.p	PF05856	PTHR22629	KOG1876		K05755	GO:0034314,GO:0030041,GO:0015629,GO:0005885	AT4G14147.1	ARPC4	protein binding	LOC_Os03g63090.1		actin-related protein 2/3 complex subunit 4, putative, expressed
37941575	Sobic.001G013300	Sobic.001G013300.1	Sobic.001G013300.1.p		PTHR33977,PTHR33977:SF2					AT1G60560.1		SWIM zinc finger family protein	LOC_Os09g13880.1		SWIM zinc finger family protein, putative, expressed
37943434	Sobic.001G013400	Sobic.001G013400.1	Sobic.001G013400.1.p	PF03800	PTHR21650	KOG4438			GO:0007067,GO:0000775	AT1G61000.1			LOC_Os03g38010.1		nuf2 family protein, expressed
37944972	Sobic.001G013500	Sobic.001G013500.1	Sobic.001G013500.1.p	PF03870	PTHR10917	KOG3400		K03016	GO:0006351	AT3G59600.1	NRPB8B,NRPD8B,NRPE8B	RNA polymerase Rpb8	LOC_Os06g48230.1		DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative, expressed
37938056	Sobic.001G013600	Sobic.001G013600.1	Sobic.001G013600.1.p										LOC_Os03g11480.1		expressed protein
37943249	Sobic.001G013701	Sobic.001G013701.1	Sobic.001G013701.1.p												
37940885	Sobic.001G013800	Sobic.001G013800.1	Sobic.001G013800.1.p	PF14008,PF16656,PF00149	PTHR22953,PTHR22953:SF15	KOG1378	3.1.3.8		GO:0016787	AT3G07130.1	ATPAP15,PAP15	purple acid phosphatase 15	LOC_Os03g63074.1		Ser/Thr protein phosphatase family protein, expressed
37940886	Sobic.001G013800	Sobic.001G013800.2	Sobic.001G013800.2.p	PF14008,PF16656,PF00149	PTHR22953,PTHR22953:SF15	KOG1378	3.1.3.8		GO:0016787	AT3G07130.1	ATPAP15,PAP15	purple acid phosphatase 15	LOC_Os03g63074.2		Ser/Thr protein phosphatase family protein, expressed
37941839	Sobic.001G013900	Sobic.001G013900.1	Sobic.001G013900.1.p	PF00155,PF03711	PTHR11751,PTHR11751:SF435		4.1.1.19		GO:0030170,GO:0009058,GO:0003824				LOC_Os03g63074.1		Ser/Thr protein phosphatase family protein, expressed
37941837	Sobic.001G013900	Sobic.001G013900.2	Sobic.001G013900.2.p	PF00155,PF03711	PTHR11751,PTHR11751:SF435		4.1.1.19		GO:0030170,GO:0009058,GO:0003824				LOC_Os03g63074.1		Ser/Thr protein phosphatase family protein, expressed
37941843	Sobic.001G013900	Sobic.001G013900.3	Sobic.001G013900.3.p	PF00155,PF03711	PTHR11751,PTHR11751:SF435		4.1.1.19		GO:0030170,GO:0009058,GO:0003824				LOC_Os03g63074.2		Ser/Thr protein phosphatase family protein, expressed
37941840	Sobic.001G013900	Sobic.001G013900.4	Sobic.001G013900.4.p	PF00155,PF03711	PTHR11751,PTHR11751:SF435		4.1.1.19		GO:0030170,GO:0009058,GO:0003824				LOC_Os03g63074.2		Ser/Thr protein phosphatase family protein, expressed
37941842	Sobic.001G013900	Sobic.001G013900.5	Sobic.001G013900.5.p	PF00155,PF03711	PTHR11751,PTHR11751:SF435		4.1.1.19		GO:0030170,GO:0009058,GO:0003824				LOC_Os03g63074.1		Ser/Thr protein phosphatase family protein, expressed
37941841	Sobic.001G013900	Sobic.001G013900.6	Sobic.001G013900.6.p	PF00155,PF03711	PTHR11751,PTHR11751:SF435		4.1.1.19		GO:0030170,GO:0009058,GO:0003824				LOC_Os03g63074.1		Ser/Thr protein phosphatase family protein, expressed
37941838	Sobic.001G013900	Sobic.001G013900.7	Sobic.001G013900.7.p	PF00155,PF03711	PTHR11751,PTHR11751:SF435		4.1.1.19		GO:0030170,GO:0009058,GO:0003824				LOC_Os03g63074.2		Ser/Thr protein phosphatase family protein, expressed
37940952	Sobic.001G014000	Sobic.001G014000.1	Sobic.001G014000.1.p	PF00786	PTHR23177,PTHR23177:SF15					AT5G16490.1	RIC4	ROP-interactive CRIB motif-containing protein 4	LOC_Os03g63060.1		P21-Rho-binding domain containing protein, putative, expressed
37940950	Sobic.001G014000	Sobic.001G014000.2	Sobic.001G014000.2.p	PF00786	PTHR23177,PTHR23177:SF15					AT4G28556.1	RIC7	PAK-box/P21-Rho-binding family protein	LOC_Os03g63060.1		P21-Rho-binding domain containing protein, putative, expressed
37940951	Sobic.001G014000	Sobic.001G014000.3	Sobic.001G014000.3.p	PF00786	PTHR23177,PTHR23177:SF15					AT5G16490.1	RIC4	ROP-interactive CRIB motif-containing protein 4	LOC_Os03g63060.1		P21-Rho-binding domain containing protein, putative, expressed
37943919	Sobic.001G014100	Sobic.001G014100.1	Sobic.001G014100.1.p		PTHR33022					AT5G43490.1			LOC_Os03g63040.1		expressed protein
37943920	Sobic.001G014100	Sobic.001G014100.2	Sobic.001G014100.2.p		PTHR33022					AT5G48610.1			LOC_Os03g63040.1		expressed protein
37943869	Sobic.001G014200	Sobic.001G014200.5	Sobic.001G014200.5.p	PF00069	PTHR24055,PTHR24055:SF184	KOG0661	2.7.11.22,2.7.11.23	K08829	GO:0006468,GO:0005524,GO:0004672	AT4G13020.1	MHK	Protein kinase superfamily protein	LOC_Os03g63020.3		protein kinase domain containing protein, expressed
37943870	Sobic.001G014200	Sobic.001G014200.6	Sobic.001G014200.6.p	PF00069	PTHR24055,PTHR24055:SF184	KOG0661	2.7.11.22,2.7.11.23	K08829	GO:0006468,GO:0005524,GO:0004672	AT4G13020.1	MHK	Protein kinase superfamily protein	LOC_Os03g63020.3		protein kinase domain containing protein, expressed
37943871	Sobic.001G014200	Sobic.001G014200.7	Sobic.001G014200.7.p	PF00069	PTHR24055,PTHR24055:SF184	KOG0661	2.7.11.22,2.7.11.23	K08829	GO:0006468,GO:0005524,GO:0004672	AT4G13020.1	MHK	Protein kinase superfamily protein	LOC_Os03g63020.5		protein kinase domain containing protein, expressed
37941525	Sobic.001G014300	Sobic.001G014300.13	Sobic.001G014300.13.p	PF03478,PF00646	PTHR11102,PTHR11102:SF99				GO:0005515	AT4G22660.1		F-box family protein with a domain of unknown function (DUF295)	LOC_Os03g40370.1		OsFBDUF15 - F-box and DUF domain containing protein, expressed
37941527	Sobic.001G014300	Sobic.001G014300.14	Sobic.001G014300.14.p	PF03478,PF00646	PTHR11102,PTHR11102:SF99				GO:0005515	AT4G22660.1		F-box family protein with a domain of unknown function (DUF295)	LOC_Os03g40370.1		OsFBDUF15 - F-box and DUF domain containing protein, expressed
37941526	Sobic.001G014300	Sobic.001G014300.15	Sobic.001G014300.15.p	PF03478,PF00646	PTHR11102,PTHR11102:SF99				GO:0005515	AT4G22660.1		F-box family protein with a domain of unknown function (DUF295)	LOC_Os03g40370.1		OsFBDUF15 - F-box and DUF domain containing protein, expressed
37941530	Sobic.001G014300	Sobic.001G014300.16	Sobic.001G014300.16.p	PF03478,PF00646	PTHR11102,PTHR11102:SF99				GO:0005515	AT4G22660.1		F-box family protein with a domain of unknown function (DUF295)	LOC_Os03g40370.1		OsFBDUF15 - F-box and DUF domain containing protein, expressed
