#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
37946526	Sobic.006G109400	Sobic.006G109400.1	Sobic.006G109400.1.p	PF13041,PF01535	PTHR24015,PTHR24015:SF474					AT4G39952.1		Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os04g38980.1		pentatricopeptide, putative, expressed
37948729	Sobic.006G109500	Sobic.006G109500.1	Sobic.006G109500.1.p	PF00171	PTHR11699,PTHR11699:SF166		1.2.1.8	K00130	GO:0055114,GO:0016491,GO:0008152	AT3G48170.1	ALDH10A9	aldehyde dehydrogenase 10A9	LOC_Os04g39020.1		aldehyde dehydrogenase, putative, expressed
37948782	Sobic.006G109600	Sobic.006G109600.1	Sobic.006G109600.1.p												
37946029	Sobic.006G109650	Sobic.006G109650.1	Sobic.006G109650.1.p		PTHR33087,PTHR33087:SF2								LOC_Os08g09890.1		expressed protein
37945532	Sobic.006G109700	Sobic.006G109700.2	Sobic.006G109700.2.p	PF00789,PF08059	PTHR23333,PTHR23333:SF26	KOG2086		K14012	GO:0005515	AT4G04210.1	PUX4	plant UBX domain containing protein 4	LOC_Os04g39040.1		UBA and UBX domain-containing protein, putative, expressed
37945716	Sobic.006G109850	Sobic.006G109850.1	Sobic.006G109850.1.p		PTHR35744,PTHR35744:SF2					AT4G12240.1		zinc finger (C2H2 type) family protein	LOC_Os04g39050.1		ZOS4-07 - C2H2 zinc finger protein, expressed
37948071	Sobic.006G110000	Sobic.006G110000.1	Sobic.006G110000.1.p												
37945350	Sobic.006G110101	Sobic.006G110101.1	Sobic.006G110101.1.p												
37949304	Sobic.006G110200	Sobic.006G110200.1	Sobic.006G110200.1.p	PF01985	PTHR31846,PTHR31846:SF12	KOG1990			GO:0003723	AT3G01370.1	ATCFM2,CFM2	CRM family member 2	LOC_Os04g39060.2		CRS1/YhbY domain containing protein, expressed
37949303	Sobic.006G110200	Sobic.006G110200.2	Sobic.006G110200.2.p	PF01985	PTHR31846,PTHR31846:SF12	KOG1990			GO:0003723	AT3G01370.1	ATCFM2,CFM2	CRM family member 2	LOC_Os04g39060.2		CRS1/YhbY domain containing protein, expressed
37948385	Sobic.006G110300	Sobic.006G110300.1	Sobic.006G110300.1.p	PF00536	PTHR23509,PTHR23509:SF3				GO:0005515	AT1G70180.2		Sterile alpha motif (SAM) domain-containing protein	LOC_Os04g39090.1		SAM domain containing protein, putative, expressed
37948386	Sobic.006G110300	Sobic.006G110300.2	Sobic.006G110300.2.p	PF00536	PTHR23509,PTHR23509:SF3				GO:0005515	AT1G70180.2		Sterile alpha motif (SAM) domain-containing protein	LOC_Os04g39090.1		SAM domain containing protein, putative, expressed
37948387	Sobic.006G110300	Sobic.006G110300.3	Sobic.006G110300.3.p	PF00536	PTHR23509,PTHR23509:SF3				GO:0005515	AT1G70180.2		Sterile alpha motif (SAM) domain-containing protein	LOC_Os04g39090.1		SAM domain containing protein, putative, expressed
37945737	Sobic.006G110400	Sobic.006G110400.1	Sobic.006G110400.1.p		PTHR33065,PTHR33065:SF1								LOC_Os10g34614.1		csAtPR5, putative, expressed
37945738	Sobic.006G110400	Sobic.006G110400.2	Sobic.006G110400.2.p		PTHR33065,PTHR33065:SF1								LOC_Os10g34614.1		csAtPR5, putative, expressed
37945739	Sobic.006G110400	Sobic.006G110400.3	Sobic.006G110400.3.p		PTHR33065,PTHR33065:SF1								LOC_Os10g34614.1		csAtPR5, putative, expressed
37945740	Sobic.006G110400	Sobic.006G110400.4	Sobic.006G110400.4.p		PTHR33065,PTHR33065:SF1								LOC_Os01g66230.2		csAtPR5, putative, expressed
37947445	Sobic.006G110500	Sobic.006G110500.2	Sobic.006G110500.2.p	PF00161					GO:0017148,GO:0030598				LOC_Os11g35425.1		expressed protein
37948568	Sobic.006G110600	Sobic.006G110600.1	Sobic.006G110600.1.p												
37945770	Sobic.006G110700	Sobic.006G110700.2	Sobic.006G110700.2.p	PF00141	PTHR31517,PTHR31517:SF14		1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	AT5G47000.1		Peroxidase superfamily protein	LOC_Os04g39100.1		peroxidase precursor, putative, expressed
37945771	Sobic.006G110700	Sobic.006G110700.3	Sobic.006G110700.3.p	PF00141	PTHR31517,PTHR31517:SF14		1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	AT5G47000.1		Peroxidase superfamily protein	LOC_Os04g39100.1		peroxidase precursor, putative, expressed
37948610	Sobic.006G110850	Sobic.006G110850.1	Sobic.006G110850.1.p	PF02704	PTHR23201,PTHR23201:SF18					AT5G14920.1		Gibberellin-regulated family protein	LOC_Os04g39110.1		GASR4 - Gibberellin-regulated GASA/GAST/Snakin family protein precursor, expressed
37945697	Sobic.006G110900	Sobic.006G110900.1	Sobic.006G110900.1.p	PF00583	PTHR23091,PTHR23091:SF267		2.3.1.88		GO:0008080	AT1G24040.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein	LOC_Os04g39140.1		acetyltransferase, GNAT family, putative, expressed
37945702	Sobic.006G110900	Sobic.006G110900.3	Sobic.006G110900.3.p	PF00583	PTHR23091,PTHR23091:SF267		2.3.1.88		GO:0008080	AT1G24040.2		Acyl-CoA N-acyltransferases (NAT) superfamily protein	LOC_Os04g39140.1		acetyltransferase, GNAT family, putative, expressed
37945701	Sobic.006G110900	Sobic.006G110900.4	Sobic.006G110900.4.p	PF00583	PTHR23091,PTHR23091:SF267		2.3.1.88		GO:0008080	AT1G24040.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein	LOC_Os04g39140.1		acetyltransferase, GNAT family, putative, expressed
37945699	Sobic.006G110900	Sobic.006G110900.5	Sobic.006G110900.5.p	PF00583	PTHR23091,PTHR23091:SF267		2.3.1.88		GO:0008080	AT1G24040.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein	LOC_Os04g39140.1		acetyltransferase, GNAT family, putative, expressed
37945700	Sobic.006G110900	Sobic.006G110900.6	Sobic.006G110900.6.p	PF00583	PTHR23091,PTHR23091:SF267		2.3.1.88		GO:0008080	AT1G24040.1		Acyl-CoA N-acyltransferases (NAT) superfamily protein	LOC_Os04g39140.1		acetyltransferase, GNAT family, putative, expressed
37945698	Sobic.006G110900	Sobic.006G110900.7	Sobic.006G110900.7.p	PF00583	PTHR23091,PTHR23091:SF267		2.3.1.88		GO:0008080	AT1G24040.2		Acyl-CoA N-acyltransferases (NAT) superfamily protein	LOC_Os04g39140.1		acetyltransferase, GNAT family, putative, expressed
37945903	Sobic.006G111000	Sobic.006G111000.1	Sobic.006G111000.1.p	PF14416,PF13839	PTHR32285,PTHR32285:SF28					AT3G28150.1	TBL22	TRICHOME BIREFRINGENCE-LIKE 22	LOC_Os04g39130.1		expressed protein
37948715	Sobic.006G111100	Sobic.006G111100.1	Sobic.006G111100.1.p	PF10604	PTHR31907,PTHR31907:SF1					AT1G24020.1	MLP423	MLP-like protein 423	LOC_Os04g39150.1		pathogenesis-related Bet v I family protein, putative, expressed
37945687	Sobic.006G111200	Sobic.006G111200.1	Sobic.006G111200.1.p	PF05183	PTHR23079,PTHR23079:SF5		2.7.7.48	K11699	GO:0003968	AT4G11130.1	RDR2,SMD1	RNA-dependent RNA polymerase 2	LOC_Os04g39160.1		RNA-dependent RNA polymerase, putative, expressed
37945990	Sobic.006G111300	Sobic.006G111300.1	Sobic.006G111300.1.p		PTHR38543,PTHR38543:SF1								LOC_Os04g39170.2		expressed protein
37949374	Sobic.006G111400	Sobic.006G111400.2	Sobic.006G111400.2.p	PF00069	PTHR27003,PTHR27003:SF3	KOG1187	2.7.11.1	K04730	GO:0006468,GO:0005524,GO:0004672	AT5G18500.2		Protein kinase superfamily protein	LOC_Os04g39180.1		nodulation receptor kinase precursor, putative, expressed
37949375	Sobic.006G111400	Sobic.006G111400.3	Sobic.006G111400.3.p	PF00069	PTHR27003,PTHR27003:SF3	KOG1187	2.7.11.1	K04730	GO:0006468,GO:0005524,GO:0004672	AT5G18500.2		Protein kinase superfamily protein	LOC_Os04g39180.1		nodulation receptor kinase precursor, putative, expressed
37947701	Sobic.006G111450	Sobic.006G111450.1	Sobic.006G111450.1.p												
37946978	Sobic.006G111500	Sobic.006G111500.1	Sobic.006G111500.1.p		PTHR33511,PTHR33511:SF4					AT3G05858.1			LOC_Os02g37070.1		expressed protein
37945906	Sobic.006G111600	Sobic.006G111600.1	Sobic.006G111600.1.p	PF00004,PF06480	PTHR23076:SF61,PTHR23076				GO:0004222,GO:0005524,GO:0008270,GO:0016021	AT3G02450.1		cell division protein ftsH, putative	LOC_Os04g39190.1		cell division protease ftsH homolog 4, putative, expressed
37947048	Sobic.006G111700	Sobic.006G111700.1	Sobic.006G111700.1.p	PF04371	PTHR31377,PTHR31377:SF2		3.5.3.12	K10536	GO:0009446,GO:0004668	AT5G08170.1	ATAIH,EMB1873	porphyromonas-type peptidyl-arginine deiminase family protein	LOC_Os04g39210.1		agmatine deiminase, putative, expressed
37945769	Sobic.006G111800	Sobic.006G111800.1	Sobic.006G111800.1.p	PF12333	PTHR16056,PTHR16056:SF2	KOG2149		K14827		AT5G06350.1		ARM repeat superfamily protein	LOC_Os04g39220.1		expressed protein
37945768	Sobic.006G111800	Sobic.006G111800.3	Sobic.006G111800.3.p	PF12333	PTHR16056,PTHR16056:SF2	KOG2149		K14827		AT5G06350.1		ARM repeat superfamily protein	LOC_Os04g39220.1		expressed protein
37948926	Sobic.006G112000	Sobic.006G112000.1	Sobic.006G112000.1.p										LOC_Os04g39230.1		expressed protein
37948270	Sobic.006G112100	Sobic.006G112100.1	Sobic.006G112100.1.p		PTHR33914,PTHR33914:SF1					AT2G03810.2		18S pre-ribosomal assembly protein gar2-related	LOC_Os04g39240.1		expressed protein
37948271	Sobic.006G112100	Sobic.006G112100.2	Sobic.006G112100.2.p		PTHR33914,PTHR33914:SF1					AT2G03810.3		18S pre-ribosomal assembly protein gar2-related	LOC_Os04g39240.1		expressed protein
37948272	Sobic.006G112100	Sobic.006G112100.3	Sobic.006G112100.3.p		PTHR33914,PTHR33914:SF1					AT2G03810.3		18S pre-ribosomal assembly protein gar2-related	LOC_Os04g39240.1		expressed protein
37948274	Sobic.006G112100	Sobic.006G112100.4	Sobic.006G112100.4.p		PTHR33914,PTHR33914:SF1					AT2G03810.2		18S pre-ribosomal assembly protein gar2-related	LOC_Os04g39240.1		expressed protein
37948273	Sobic.006G112100	Sobic.006G112100.5	Sobic.006G112100.5.p		PTHR33914,PTHR33914:SF1					AT2G03810.3		18S pre-ribosomal assembly protein gar2-related	LOC_Os04g39240.1		expressed protein
37948275	Sobic.006G112100	Sobic.006G112100.6	Sobic.006G112100.6.p		PTHR33914,PTHR33914:SF1					AT2G03810.3		18S pre-ribosomal assembly protein gar2-related	LOC_Os04g39240.1		expressed protein
37948853	Sobic.006G112200	Sobic.006G112200.1	Sobic.006G112200.1.p												
37948854	Sobic.006G112200	Sobic.006G112200.3	Sobic.006G112200.3.p												
37947589	Sobic.006G112300	Sobic.006G112300.1	Sobic.006G112300.1.p		PTHR24012,PTHR24012:SF425		2.7.11.1			AT1G13190.1		RNA-binding (RRM/RBD/RNP motifs) family protein	LOC_Os04g39250.1		RNA recognition motif family protein, expressed
37945654	Sobic.006G112500	Sobic.006G112500.1	Sobic.006G112500.1.p	PF04857	PTHR15092,PTHR15092:SF22	KOG1990	3.1.13.4	K01148	GO:0005634	AT1G55870.1	AHG2,ATPARN	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	LOC_Os04g39260.3		CAF1 family ribonuclease containing protein, putative, expressed
37945655	Sobic.006G112500	Sobic.006G112500.2	Sobic.006G112500.2.p	PF04857	PTHR15092,PTHR15092:SF22	KOG1990	3.1.13.4	K01148	GO:0005634	AT1G55870.1	AHG2,ATPARN	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	LOC_Os04g39260.3		CAF1 family ribonuclease containing protein, putative, expressed
37945656	Sobic.006G112500	Sobic.006G112500.3	Sobic.006G112500.3.p	PF04857	PTHR15092,PTHR15092:SF22		3.1.13.4		GO:0005634	AT1G55870.2	AHG2,ATPARN	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	LOC_Os04g39260.1		CAF1 family ribonuclease containing protein, putative, expressed
37949436	Sobic.006G112600	Sobic.006G112600.1	Sobic.006G112600.1.p	PF00218	PTHR22854,PTHR22854:SF10	KOG4201	4.1.1.48	K01609	GO:0004425	AT5G48220.1		Aldolase-type TIM barrel family protein	LOC_Os04g39270.1		indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed
37949437	Sobic.006G112600	Sobic.006G112600.2	Sobic.006G112600.2.p	PF00218	PTHR22854,PTHR22854:SF10	KOG4201	4.1.1.48	K01609	GO:0004425	AT5G48220.1		Aldolase-type TIM barrel family protein	LOC_Os04g39270.1		indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed
37949438	Sobic.006G112600	Sobic.006G112600.3	Sobic.006G112600.3.p	PF00218	PTHR22854,PTHR22854:SF10	KOG4201	4.1.1.48		GO:0004425	AT5G48220.1		Aldolase-type TIM barrel family protein	LOC_Os04g39270.1		indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed
37949439	Sobic.006G112600	Sobic.006G112600.4	Sobic.006G112600.4.p	PF00218	PTHR22854,PTHR22854:SF10	KOG4201	4.1.1.48		GO:0004425	AT5G48220.1		Aldolase-type TIM barrel family protein	LOC_Os04g39270.1		indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed
37949440	Sobic.006G112600	Sobic.006G112600.5	Sobic.006G112600.5.p	PF00218	PTHR22854,PTHR22854:SF10		4.1.1.48		GO:0004425	AT5G48220.1		Aldolase-type TIM barrel family protein	LOC_Os04g39270.1		indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed
37947429	Sobic.006G112700	Sobic.006G112700.1	Sobic.006G112700.1.p	PF02765	PTHR14513	KOG4757			GO:0003677,GO:0000784,GO:0000723,GO:0043047	AT5G06310.1	AtPOT1b	Nucleic acid-binding, OB-fold-like protein	LOC_Os04g39280.1		ATPOT1, putative, expressed
37947428	Sobic.006G112700	Sobic.006G112700.2	Sobic.006G112700.2.p	PF02765	PTHR14513	KOG4757			GO:0003677,GO:0000784,GO:0000723,GO:0043047	AT5G06310.1	AtPOT1b	Nucleic acid-binding, OB-fold-like protein	LOC_Os04g39280.1		ATPOT1, putative, expressed
37947427	Sobic.006G112700	Sobic.006G112700.3	Sobic.006G112700.3.p	PF02765	PTHR14513	KOG4757			GO:0003677,GO:0000784,GO:0000723,GO:0043047	AT5G06310.1	AtPOT1b	Nucleic acid-binding, OB-fold-like protein	LOC_Os04g39280.1		ATPOT1, putative, expressed
37946589	Sobic.006G112800	Sobic.006G112800.1	Sobic.006G112800.1.p	PF00307,PF00225	PTHR24115,PTHR24115:SF512	KOG0239	3.6.4.5	K10406	GO:0005515,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G44730.1	ATKP1,KP1	kinesin-like protein 1	LOC_Os11g44880.1		kinesin-4, putative, expressed
37948861	Sobic.006G112850	Sobic.006G112850.1	Sobic.006G112850.1.p												
37946668	Sobic.006G112900	Sobic.006G112900.1	Sobic.006G112900.1.p		PTHR22814,PTHR22814:SF83					AT4G05030.1		Copper transport protein family	LOC_Os04g39290.1		heavy metal transport/detoxification protein, putative, expressed
37945981	Sobic.006G113000	Sobic.006G113000.1	Sobic.006G113000.1.p		PTHR22814,PTHR22814:SF149					AT3G20180.1		Copper transport protein family	LOC_Os04g39320.4		expressed protein
37945336	Sobic.006G113100	Sobic.006G113100.1	Sobic.006G113100.1.p		PTHR22814:SF122,PTHR22814	KOG1603				AT4G05030.1		Copper transport protein family	LOC_Os04g39350.1		heavy metal associated domain containing protein, expressed
37945337	Sobic.006G113100	Sobic.006G113100.2	Sobic.006G113100.2.p		PTHR22814,PTHR22814:SF122					AT4G05030.1		Copper transport protein family	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37945338	Sobic.006G113100	Sobic.006G113100.3	Sobic.006G113100.3.p		PTHR22814,PTHR22814:SF122					AT4G05030.1		Copper transport protein family	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37948460	Sobic.006G113200	Sobic.006G113200.1	Sobic.006G113200.1.p		PTHR22814,PTHR22814:SF158	KOG1603				AT5G48290.1		Heavy metal transport/detoxification superfamily protein 	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37947127	Sobic.006G113301	Sobic.006G113301.1	Sobic.006G113301.1.p												
37946657	Sobic.006G113400	Sobic.006G113400.1	Sobic.006G113400.1.p		PTHR22814,PTHR22814:SF158					AT4G05030.1		Copper transport protein family	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37946939	Sobic.006G113500	Sobic.006G113500.1	Sobic.006G113500.1.p		PTHR22814,PTHR22814:SF122		3.4.21.72			AT5G48290.1		Heavy metal transport/detoxification superfamily protein 	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37948283	Sobic.006G113600	Sobic.006G113600.1	Sobic.006G113600.1.p												
37945517	Sobic.006G113700	Sobic.006G113700.1	Sobic.006G113700.1.p		PTHR22814,PTHR22814:SF122					AT3G07600.1		Heavy metal transport/detoxification superfamily protein 	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37946819	Sobic.006G113800	Sobic.006G113800.1	Sobic.006G113800.1.p		PTHR22814,PTHR22814:SF120					AT5G48290.1		Heavy metal transport/detoxification superfamily protein 	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37946704	Sobic.006G113900	Sobic.006G113900.1	Sobic.006G113900.1.p		PTHR22814,PTHR22814:SF122		3.4.21.72			AT5G48290.1		Heavy metal transport/detoxification superfamily protein 	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37946705	Sobic.006G113900	Sobic.006G113900.2	Sobic.006G113900.2.p		PTHR22814,PTHR22814:SF122		3.4.21.72			AT4G05030.1		Copper transport protein family	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37947749	Sobic.006G113950	Sobic.006G113950.1	Sobic.006G113950.1.p												
37949299	Sobic.006G114000	Sobic.006G114000.1	Sobic.006G114000.1.p										LOC_Os03g50730.1		transmembrane anterior posterior transformation 1, putative, expressed
37947372	Sobic.006G114100	Sobic.006G114100.4	Sobic.006G114100.4.p	PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF169		3.6.3.44		GO:0016887,GO:0005524,GO:0016020	AT2G29940.1	ATPDR3,PDR3	pleiotropic drug resistance 3	LOC_Os01g42410.1		pleiotropic drug resistance protein, putative, expressed
37949271	Sobic.006G114150	Sobic.006G114150.1	Sobic.006G114150.1.p		PTHR33033,PTHR33033:SF4					AT3G09510.1		Ribonuclease H-like superfamily protein	LOC_Os01g73662.1		expressed protein
37947660	Sobic.006G114200	Sobic.006G114200.1	Sobic.006G114200.1.p		PTHR22814,PTHR22814:SF120					AT5G48290.1		Heavy metal transport/detoxification superfamily protein 	LOC_Os04g39010.1		heavy metal associated domain containing protein, expressed
37947371	Sobic.006G114300	Sobic.006G114300.1	Sobic.006G114300.1.p	PF14432,PF01535,PF13041	PTHR24015,PTHR24015:SF356					AT3G63370.1	OTP86	Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os04g39410.1		pentatricopeptide, putative, expressed
37948367	Sobic.006G114400	Sobic.006G114400.1	Sobic.006G114400.1.p	PF00462	PTHR10293,PTHR10293:SF16	KOG1752		K07390	GO:0045454,GO:0015035,GO:0009055	AT3G15660.2	ATGRX4,GRX4	glutaredoxin 4	LOC_Os01g34620.2		OsGrx_S15.1 - glutaredoxin subgroup II, expressed
37945605	Sobic.006G114500	Sobic.006G114500.1	Sobic.006G114500.1.p	PF04080	PTHR13148,PTHR13148:SF2	KOG2970				AT1G16560.1		Per1-like family protein	LOC_Os05g13330.1		per1-like family protein, putative, expressed
37947874	Sobic.006G114600	Sobic.006G114600.1	Sobic.006G114600.1.p	PF00067	PTHR24286,PTHR24286:SF29	KOG0157		K12639	GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT3G50660.1	CLM,CYP90B1,DWF4,PSC1,SAV1,SNP2	Cytochrome P450 superfamily protein	LOC_Os04g39430.1		cytochrome P450, putative, expressed
37948949	Sobic.006G114700	Sobic.006G114700.1	Sobic.006G114700.1.p	PF00365	PTHR13697,PTHR13697:SF11	KOG2440	2.7.1.11	K00850	GO:0006096,GO:0003872	AT5G47810.1	PFK2	phosphofructokinase 2	LOC_Os09g30240.1		phosphofructokinase, putative, expressed
37946092	Sobic.006G114800	Sobic.006G114800.1	Sobic.006G114800.1.p	PF00025	PTHR24073,PTHR24073:SF545	KOG0098	3.6.5.2	K07877	GO:0005525	AT4G17170.1	AT-RAB2,ATRAB-B1B,ATRAB2A,ATRABB1C,RAB-B1B,RAB2A,RABB1C	RAB GTPase homolog B1C	LOC_Os02g37420.1		ras-related protein, putative, expressed
37948480	Sobic.006G114900	Sobic.006G114900.1	Sobic.006G114900.1.p												
37945688	Sobic.006G115000	Sobic.006G115000.1	Sobic.006G115000.1.p	PF01423	PTHR23338	KOG3428			GO:0006396	AT4G02840.1		Small nuclear ribonucleoprotein family protein	LOC_Os04g39444.1		LSM domain containing protein, expressed
37945689	Sobic.006G115000	Sobic.006G115000.2	Sobic.006G115000.2.p	PF01423	PTHR23338	KOG3428		K11087	GO:0006396	AT4G02840.1		Small nuclear ribonucleoprotein family protein	LOC_Os04g39444.1		LSM domain containing protein, expressed
37946608	Sobic.006G115100	Sobic.006G115100.1	Sobic.006G115100.1.p	PF03647	PTHR12668,PTHR12668:SF16	KOG4267			GO:0016020	AT3G57280.1		Transmembrane proteins 14C	LOC_Os04g39450.1		expressed protein
37947811	Sobic.006G115200	Sobic.006G115200.1	Sobic.006G115200.1.p	PF00249	PTHR10641,PTHR10641:SF653			K09422		AT5G56110.1	AtMYB103,ATMYB80,MS188,MYB103	myb domain protein 103	LOC_Os04g39470.1		MYB family transcription factor, putative, expressed
37947184	Sobic.006G115300	Sobic.006G115300.1	Sobic.006G115300.1.p	PF01490	PTHR22950,PTHR22950:SF228	KOG1303				AT5G09220.1	AAP2	amino acid permease 2	LOC_Os04g39489.1		amino acid transporter, putative, expressed
37947183	Sobic.006G115300	Sobic.006G115300.2	Sobic.006G115300.2.p	PF01490	PTHR22950,PTHR22950:SF228	KOG1303				AT5G09220.1	AAP2	amino acid permease 2	LOC_Os04g39489.1		amino acid transporter, putative, expressed
37948111	Sobic.006G115400	Sobic.006G115400.1	Sobic.006G115400.1.p	PF13912	PTHR26374					AT5G56200.1		C2H2 type zinc finger transcription factor family	LOC_Os04g39520.1		ZOS4-08 - C2H2 zinc finger protein, expressed
37946394	Sobic.006G115466	Sobic.006G115466.1	Sobic.006G115466.1.p		PTHR34562,PTHR34562:SF3					AT5G56210.1	WIP2	WPP domain interacting protein 2	LOC_Os04g39540.1		expressed protein
