Effect,Entry1,Estimate,StdErr,DF,tValue,Probt,Alpha,Lower,Upper,filename
Entry1,PMS-009,1.523831755,0.100463083,132,15.16807682,1.04E-30,0.05,1.325105848,1.722557663,Lsmean.CmD_BI.xlsx
Entry1,PMS-014,1.992235192,0.100463083,132,19.83052021,2.07E-41,0.05,1.793509284,2.190961099,Lsmean.CmD_BI.xlsx
Entry1,PMS-038,1.669473171,0.100463083,132,16.61777766,3.70E-34,0.05,1.470747264,1.868199079,Lsmean.CmD_BI.xlsx
Entry1,PMS-075,1.100793806,0.100463083,132,10.95719718,0,0.05,0.902067899,1.299519714,Lsmean.CmD_BI.xlsx
Entry1,PMS-134,1.133899574,0.100463083,132,11.28672885,0,0.05,0.935173667,1.332625482,Lsmean.CmD_BI.xlsx
Entry1,PMS-144,1.033422975,0.100463083,132,10.28659432,0,0.05,0.834697068,1.232148883,Lsmean.CmD_BI.xlsx
Entry1,PMS-159,1.38707994,0.114001311,132,12.16722798,0,0.05,1.161574079,1.612585801,Lsmean.CmD_BI.xlsx
Entry1,PMS-178,1.264562132,0.100463083,132,12.58733157,2.32E-24,0.05,1.065836224,1.463288039,Lsmean.CmD_BI.xlsx
Entry1,PMS-183,1.592282061,0.100463083,132,15.84942466,2.41E-32,0.05,1.393556153,1.791007968,Lsmean.CmD_BI.xlsx
Entry1,PMS-272,1.273203368,0.190315889,132,6.689947813,1.00E-09,0.05,0.896739728,1.649667009,Lsmean.CmD_BI.xlsx
Entry1,PMS-285,1.325558079,0.100463083,132,13.19447944,7.12E-26,0.05,1.126832171,1.524283986,Lsmean.CmD_BI.xlsx
Entry1,PMS-293,1.92958824,0.100463083,132,19.20693839,4.79E-40,0.05,1.730862332,2.128314147,Lsmean.CmD_BI.xlsx
Entry1,PMS-306,1.382383926,0.100463083,132,13.76011853,2.83E-27,0.05,1.183658019,1.581109834,Lsmean.CmD_BI.xlsx
Entry1,PMS-314,1.827627348,0.100463083,132,18.19202934,8.81E-38,0.05,1.62890144,2.026353255,Lsmean.CmD_BI.xlsx
Entry1,PMS-347,1.127001483,0.114004756,132,9.885565472,0,0.05,0.901488806,1.352514159,Lsmean.CmD_BI.xlsx
Entry1,PMS-397,1.902413287,0.100463083,132,18.93644149,1.90E-39,0.05,1.70368738,2.101139195,Lsmean.CmD_BI.xlsx
Entry1,DC-2010-001 A,0.618071439,0.174439419,132,3.543186754,0.000547201,0.05,0.273013026,0.963129852,Lsmean.CmD_LI.xlsx
Entry1,DC-2010-001 E,0.799368829,0.201225277,132,3.972507044,0.000116365,0.05,0.401325342,1.197412316,Lsmean.CmD_LI.xlsx
Entry1,KY-2009-001 C,0.493366287,0.217329974,132,2.270125366,0.0248206,0.05,0.063466117,0.923266457,Lsmean.CmD_LI.xlsx
Entry1,KY-2009-001 D,0.657478747,0.284292249,132,2.31268615,0.0222869,0.05,0.095120578,1.219836915,Lsmean.CmD_LI.xlsx
Entry1,KY-2009-001-B(20)-e,1.331841094,0.217332787,132,6.128118586,1.00E-08,0.05,0.901935359,1.761746829,Lsmean.CmD_LI.xlsx
Entry1,M. floridulus  'PI295762',1.237703826,0.174439419,132,7.095321871,0,0.05,0.892645413,1.582762239,Lsmean.CmD_LI.xlsx
Entry1,M. floridulus  'US56-0022-03',1.656689392,0.174439419,132,9.49721915,0,0.05,1.311630979,2.001747805,Lsmean.CmD_LI.xlsx
Entry1,M. sacchariflorus  'Hortico',0.995002341,0.28432361,132,3.499541742,0.000635985,0.05,0.432582138,1.557422545,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Adagio',-0.026624,0.217259487,132,-0.122543295,0.902655136,0.05,-0.456384433,0.403137046,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Allegro',0.53545026,0.174439419,132,3.069548517,0.00260287,0.05,0.190391847,0.880508673,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Altweibersommer',0.367919606,0.18981652,132,1.938290752,0.0547223,0.05,-0.0075562,0.743395445,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Andante',0.609700895,0.174439419,132,3.495201361,0.00064552,0.05,0.264642482,0.954759308,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Arabesque',0.386997801,0.217329974,132,1.780692251,0.077262953,0.05,-0.042902,0.816897971,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Autumn Light',0.473526685,0.241631204,132,1.959708335,0.0521369,0.05,-0.0044437,0.951497091,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Ben Graz',0.283647703,0.174439419,132,1.626052786,0.106323506,0.05,-0.061411,0.628706117,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Ben Rotkopf',1.078876089,0.284302131,132,3.794822375,0.000224176,0.05,0.516498372,1.641253805,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Berlin',0.540204885,0.217259487,132,2.486450152,0.0141505,0.05,0.110444145,0.969965624,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Bitsy Ben',-0.543535535,0.384186482,132,-1.414770066,0.159490568,0.05,-1.30349437,0.216423301,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Blondo',0.481071142,0.174439419,132,2.757812108,0.00664441,0.05,0.136012729,0.826129555,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Bluetenwunder',-0.030644,0.241629016,132,-0.126820487,0.89927546,0.05,-0.508609585,0.447322566,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Bodacious Ben',0.918253591,0.174439419,132,5.264025734,5.56E-07,0.05,0.573195178,1.263312005,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Border Bandit',-0.578335747,0.384186482,132,-1.505351629,0.134622871,0.05,-1.338294582,0.181623089,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Dixieland',-0.167759956,0.24161662,132,-0.694322913,0.488699934,0.05,-0.645701512,0.310181601,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Emerald Shadow',1.37768393,0.174439419,132,7.897778705,0,0.05,1.032625517,1.722742343,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Emmanuel LePage',0.609273513,0.181166163,132,3.363064616,0.00100903,0.05,0.250908935,0.96763809,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Flamingo',1.270625883,0.174439419,132,7.284052476,0,0.05,0.92556747,1.615684296,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Giraffe',0.363870228,0.174439419,132,2.085940379,0.0389091,0.05,0.0188118,0.708928641,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Gold and Silver',0.165467692,0.217332787,132,0.761356325,0.447802325,0.05,-0.264438043,0.595373428,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Goliath',1.23394919,0.174439419,132,7.073797859,0,0.05,0.888890777,1.579007603,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Gracillimus Nana',0.083333075,0.181164416,132,0.459985887,0.646283122,0.05,-0.275028048,0.441694197,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Gracillimus'--PI295764,1.68649356,0.174439419,132,9.668075991,0,0.05,1.341435147,2.031551973,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Gracillimus'--UI10-00048,0.686291297,0.174439419,132,3.93426727,0.000134236,0.05,0.341232884,1.03134971,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Graziella',-0.214667259,0.28432361,132,-0.755010319,0.451587795,0.05,-0.777087463,0.347752944,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Grosse Fontaine',0.825029222,0.18981652,132,4.346456359,2.74E-05,0.05,0.449553383,1.200505061,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Haiku',0.207593198,0.201237061,132,1.031585321,0.304152823,0.05,-0.190473599,0.605659996,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Huron Blush',-0.04952,0.174439419,132,-0.283878812,0.776948048,0.05,-0.394578068,0.295538758,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Huron Sentinel',-0.05325,0.284302131,132,-0.187301654,0.85171172,0.05,-0.615627976,0.509127457,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'July (Juli)',0.854937808,0.174439419,132,4.90105856,2.75E-06,0.05,0.509879395,1.199996222,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Kaskade',0.740521026,0.174439419,132,4.245147282,4.09E-05,0.05,0.395462613,1.085579439,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Kirk Alexander',0.782247306,0.241632809,132,3.237338953,0.00152579,0.05,0.304273726,1.260220886,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Kleine Fontaine',0.723563583,0.189811301,132,3.812015292,0.000210587,0.05,0.348098068,1.099029098,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Kleine Silberspinne (Little Silver Spider)',0.091895476,0.217332787,132,0.422833005,0.673105134,0.05,-0.338010259,0.521801211,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Little Nickey (syn. Hinjo)',1.128858671,0.284302131,132,3.97063035,0.000117186,0.05,0.566480954,1.691236387,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Minuette',0.597473152,0.174439419,132,3.425103996,0.000819381,0.05,0.252414739,0.942531565,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Morning Light',1.442286921,0.28432361,132,5.072694883,1.30E-06,0.05,0.879866718,2.004707125,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Mt. Washington',0.0104604,0.189775763,132,0.0551197,0.956126478,0.05,-0.364934843,0.385855591,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Mysterious Maiden',0.362903578,0.284302131,132,1.276471535,0.20403008,0.05,-0.199474139,0.925281294,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Nippon',1.20720289,0.284302131,132,4.246197117,4.07E-05,0.05,0.644825173,1.769580606,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'November Sunset',0.218077316,0.189812946,132,1.14890644,0.252672167,0.05,-0.157391452,0.593546084,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Positano',0.301705849,0.181166163,132,1.665354302,0.098213758,0.05,-0.056659,0.660070426,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Puenktchen (Little Dot)',0.489650824,0.384180942,132,1.274531793,0.204714122,0.05,-0.270297051,1.2495987,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Rigoletto',-0.126260621,0.189811301,132,-0.665190218,0.507089415,0.05,-0.501726136,0.249204894,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Roland',1.291237251,0.2173273,132,5.941440642,2.40E-08,0.05,0.861342371,1.721132131,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Roter Pfeil (Red Arrow',0.039559,0.174439419,132,0.226777859,0.820947304,0.05,-0.305499415,0.384617411,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Rotsilber',0.726560122,0.174439419,132,4.165114315,5.59E-05,0.05,0.381501709,1.071618535,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Sarabande',0.377854277,0.201225277,132,1.877767461,0.062619434,0.05,-0.020189,0.775897764,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Silberfeder (Silver Feather)'--UI10-00084,0.747192938,0.174439419,132,4.283395012,3.52E-05,0.05,0.402134525,1.092251351,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Silberfeder (Silver Feather)'--UI10-00085,0.701092478,0.174439419,132,4.019117247,9.76E-05,0.05,0.356034065,1.046150891,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Silberfeil (Silver Arrow)',0.650090896,0.189811301,132,3.424932509,0.000819856,0.05,0.274625381,1.025556411,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Silberspinne (Silver Spider)',0.0519385,0.384180942,132,0.135192751,0.892665416,0.05,-0.708009397,0.811886354,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Silberturm (Silver Tower)',1.074506599,0.189823998,132,5.660541384,9.00E-08,0.05,0.699015967,1.449997231,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Sirene',0.652715998,0.201237061,132,3.243517839,0.00149549,0.05,0.2546492,1.050782796,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Stardust',0.350642258,0.284302131,132,1.233343754,0.219639291,0.05,-0.211735459,0.913019974,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Strictus',0.68867813,0.189823998,132,3.627982425,0.000407046,0.05,0.313187499,1.064168762,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Super Stripe',0.616075047,0.284302131,132,2.166973018,0.032032,0.05,0.0536973,1.178452764,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'US47-0011',1.611990796,0.174439419,132,9.240977779,0,0.05,1.266932383,1.957049209,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'US64-0004-02',1.542559196,0.174439419,132,8.84295077,0,0.05,1.197500783,1.887617609,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Undine',0.493039692,0.174439419,132,2.826423607,0.00543986,0.05,0.147981279,0.838098105,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Variegatus',0.24890197,0.174439419,132,1.426867685,0.155979156,0.05,-0.096156443,0.593960383,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Wetterfahne',0.136606268,0.181163665,132,0.754048932,0.452162866,0.05,-0.221753368,0.494965905,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Yaku Jima Dwarf',0.550230413,0.174439419,132,3.15427795,0.00199265,0.05,0.205172,0.895288826,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Zebrinus',1.199289385,0.217332787,132,5.518216552,1.74E-07,0.05,0.76938365,1.62919512,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis  'Zwergzebra',0.271543226,0.174439419,132,1.556662065,0.121945121,0.05,-0.073515187,0.61660164,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis var. condensatus  'US64-0007-01',0.626491576,0.201226349,132,3.113367498,0.00226848,0.05,0.228445967,1.024537184,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis var. condensatus 'Cabaret',1.064449854,0.174439419,132,6.102117624,1.10E-08,0.05,0.719391441,1.409508267,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis var. condensatus 'Cosmopolitan',1.555186804,0.174439419,132,8.915340419,0,0.05,1.210128391,1.900245217,Lsmean.CmD_LI.xlsx
Entry1,M. sinensis var. condensatus--UI10-00017,0.837110348,0.174439419,132,4.798859985,4.25E-06,0.05,0.492051935,1.182168761,Lsmean.CmD_LI.xlsx
Entry1,M. sp  'M75-062',0.931914929,0.174439419,132,5.34234139,3.90E-07,0.05,0.586856516,1.276973342,Lsmean.CmD_LI.xlsx
Entry1,M. sp  'US64-0016-03',1.255484363,0.174439419,132,7.197251456,0,0.05,0.91042595,1.600542776,Lsmean.CmD_LI.xlsx
Entry1,M. transmorrisonensis,0.522973709,0.217329974,132,2.406357939,0.0174973,0.05,0.093073538,0.952873879,Lsmean.CmD_LI.xlsx
Entry1,M. ×giganteus  'Illinois',1.035734148,0.174439419,132,5.937500553,2.40E-08,0.05,0.690675735,1.380792561,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-071',-0.138472041,0.174439419,132,-0.793811637,0.428729801,0.05,-0.483530454,0.206586372,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-074',0.320431656,0.241631204,132,1.326118687,0.187090461,0.05,-0.15753875,0.798402061,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-076',0.084628827,0.181163844,132,0.467139717,0.641170104,0.05,-0.273731163,0.442988817,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'Malepartus',1.228412269,0.174439419,132,7.042056638,0,0.05,0.883353856,1.573470683,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-023',1.640532317,0.181163604,132,9.055529252,0,0.05,1.282172801,1.998891832,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-067',1.468187342,0.174439419,132,8.416603023,0,0.05,1.123128929,1.813245756,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-087',1.328550468,0.2173273,132,6.113131992,1.00E-08,0.05,0.898655589,1.758445348,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-088',1.310046786,0.217329974,132,6.027915806,1.60E-08,0.05,0.880146616,1.739946957,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-130',0.410681143,0.181166163,132,2.266875536,0.025024,0.05,0.0523166,0.76904572,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-131',0.363335544,0.217257001,132,1.672376691,0.096818732,0.05,-0.066420278,0.793091365,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-161',1.546606905,0.189812946,132,8.148058071,0,0.05,1.171138136,1.922075673,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-164',1.003593024,0.174439419,132,5.753246768,5.80E-08,0.05,0.658534611,1.348651438,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-204',1.49704656,0.174439419,132,8.582042791,0,0.05,1.151988147,1.842104973,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-226',1.350595069,0.174439419,132,7.742487769,0,0.05,1.005536656,1.695653482,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-227',1.120865646,0.174439419,132,6.425529569,2.00E-09,0.05,0.775807233,1.465924059,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-300',0.632003405,0.174439419,132,3.623053825,0.000414163,0.05,0.286944992,0.977061818,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-303',1.473418703,0.189823998,132,7.762025427,0,0.05,1.097928071,1.848909334,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-359',0.396379692,0.189811301,132,2.088282888,0.0386938,0.05,0.0209142,0.771845207,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-375',0.791183473,0.284302131,132,2.782896737,0.00617839,0.05,0.228805757,1.35356119,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-381',1.012638997,0.189823998,132,5.334620517,4.04E-07,0.05,0.637148365,1.388129628,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-382',0.874032282,0.189812946,132,4.604703216,9.60E-06,0.05,0.498563514,1.24950105,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-425',1.323684583,0.189823998,132,6.973220426,0,0.05,0.948193952,1.699175215,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-436',-0.195784601,0.241669472,132,-0.810133771,0.419321396,0.05,-0.673830704,0.282261502,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'PMS-438',0.065563006,0.174439419,132,0.375849713,0.707631973,0.05,-0.279495407,0.410621419,Lsmean.CmD_LI.xlsx
Entry1,Miscanthus sinensis  'Zwergelefant',0.143450837,0.174439419,132,0.822353332,0.412358855,0.05,-0.201607576,0.488509251,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-001 B,0.597673733,0.284368539,132,2.101757583,0.0374749,0.05,0.0351647,1.160182811,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-001-009,0.912871239,0.284302131,132,3.210919438,0.0016619,0.05,0.350493523,1.475248956,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-001-010,1.084173352,0.18981652,132,5.711691214,7.10E-08,0.05,0.708697513,1.459649191,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-001-B(44)-e,0.510914827,0.189812946,132,2.691675347,0.0080302,0.05,0.135446058,0.886383595,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-001.5 C,0.550982352,0.189811301,132,2.902790029,0.00433602,0.05,0.175516837,0.926447867,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-001.5-B(18)-a,0.919954104,0.28432361,132,3.235588152,0.00153447,0.05,0.3575339,1.482374307,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-002-001,-0.044891,0.284302131,132,-0.157898047,0.874778428,0.05,-0.607268468,0.517486965,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-003 D,0.909158261,0.189823998,132,4.789480088,4.43E-06,0.05,0.533667629,1.284648893,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-003 E,1.450528267,0.28432361,132,5.101680676,1.15E-06,0.05,0.888108063,2.01294847,Lsmean.CmD_LI.xlsx
Entry1,NC-2010-004 E,0.857628457,0.284302131,132,3.016609313,0.00306749,0.05,0.29525074,1.420006173,Lsmean.CmD_LI.xlsx
Entry1,PA-2010-001-005,0.907389614,0.174439419,132,5.201746365,7.35E-07,0.05,0.562331201,1.252448027,Lsmean.CmD_LI.xlsx
Entry1,PA-2010-002 E,0.371038241,0.284302131,132,1.305084275,0.194134598,0.05,-0.191339476,0.933415957,Lsmean.CmD_LI.xlsx
Entry1,PA-2010-002-004,0.565552036,0.181163844,132,3.121771011,0.00220909,0.05,0.207192046,0.923912026,Lsmean.CmD_LI.xlsx
Entry1,PA-2010-002-013,0.657832929,0.201237191,132,3.268943107,0.00137661,0.05,0.259765874,1.055899983,Lsmean.CmD_LI.xlsx
Entry1,PA-2010-002-015,0.218840789,0.284302131,132,0.76974727,0.442825135,0.05,-0.343536927,0.781218506,Lsmean.CmD_LI.xlsx
Entry1,PA-2010-002-B(3)-b,0.390376129,0.28432361,132,1.372999341,0.172080488,0.05,-0.172044074,0.952796333,Lsmean.CmD_LI.xlsx
Entry1,PMS-009,1.092717055,0.174439419,132,6.264163574,5.00E-09,0.05,0.747658642,1.437775468,Lsmean.CmD_LI.xlsx
Entry1,PMS-014,1.578958046,0.174439419,132,9.051612611,0,0.05,1.233899633,1.924016459,Lsmean.CmD_LI.xlsx
Entry1,PMS-038,1.573554545,0.174439419,132,9.020636235,0,0.05,1.228496132,1.918612958,Lsmean.CmD_LI.xlsx
Entry1,PMS-075,0.205833082,0.174439419,132,1.179968857,0.240134728,0.05,-0.139225331,0.550891495,Lsmean.CmD_LI.xlsx
Entry1,PMS-134,0.710960757,0.174439419,132,4.075688631,7.88E-05,0.05,0.365902344,1.056019171,Lsmean.CmD_LI.xlsx
Entry1,PMS-144,0.652997282,0.174439419,132,3.743404362,0.000269959,0.05,0.307938869,0.998055696,Lsmean.CmD_LI.xlsx
Entry1,PMS-159,1.173163428,0.18981652,132,6.180512768,7.00E-09,0.05,0.797687589,1.548639267,Lsmean.CmD_LI.xlsx
Entry1,PMS-178,1.142932589,0.174439419,132,6.552031616,1.00E-09,0.05,0.797874176,1.487991002,Lsmean.CmD_LI.xlsx
Entry1,PMS-183,1.43461306,0.174439419,132,8.224133437,0,0.05,1.089554647,1.779671473,Lsmean.CmD_LI.xlsx
Entry1,PMS-272,0.588504933,0.284302131,132,2.069998316,0.0404022,0.05,0.0261272,1.150882649,Lsmean.CmD_LI.xlsx
Entry1,PMS-285,0.911435356,0.174439419,132,5.22493918,6.62E-07,0.05,0.566376943,1.256493769,Lsmean.CmD_LI.xlsx
Entry1,PMS-293,1.75795685,0.181163604,132,9.703697707,0,0.05,1.399597334,2.116316365,Lsmean.CmD_LI.xlsx
Entry1,PMS-306,1.178296228,0.174439419,132,6.754758952,0,0.05,0.833237815,1.523354641,Lsmean.CmD_LI.xlsx
Entry1,PMS-314,1.839728551,0.174439419,132,10.54651844,0,0.05,1.494670138,2.184786964,Lsmean.CmD_LI.xlsx
Entry1,PMS-347,0.758583462,0.189823998,132,3.996246355,0.000106437,0.05,0.38309283,1.134074094,Lsmean.CmD_LI.xlsx
Entry1,PMS-397,1.441267734,0.174439419,132,8.262282352,0,0.05,1.096209321,1.786326147,Lsmean.CmD_LI.xlsx
Entry1,DC-2010-001 A,2.459221853,0.214304925,132,11.4753399,0,0.05,2.03530553,2.883138177,Lsmean.CmN.xlsx
Entry1,DC-2010-001 E,2.833626025,0.237949032,132,11.90854191,0,0.05,2.36293932,3.304312731,Lsmean.CmN.xlsx
Entry1,KY-2009-001 C,2.86292363,0.251767828,132,11.37128462,0,0.05,2.364901981,3.360945279,Lsmean.CmN.xlsx
Entry1,KY-2009-001 D,3.098786695,0.313524104,132,9.883727127,0,0.05,2.478605027,3.718968363,Lsmean.CmN.xlsx
Entry1,KY-2009-001-B(20)-e,2.962117401,0.251768806,132,11.76522799,0,0.05,2.464093818,3.460140984,Lsmean.CmN.xlsx
Entry1,M. floridulus  'PI295762',4.741254483,0.220277575,132,21.52399985,5.25E-45,0.05,4.305523667,5.176985298,Lsmean.CmN.xlsx
Entry1,M. floridulus  'US56-0022-03',4.961986609,0.220277671,132,22.52605355,4.64E-47,0.05,4.526255604,5.397717615,Lsmean.CmN.xlsx
Entry1,M. sacchariflorus  'Hortico',2.554789654,0.313545563,132,8.148065093,0,0.05,1.93456554,3.175013769,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Adagio',1.883003938,0.254810234,132,7.389828548,0,0.05,1.37896411,2.387043766,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Allegro',2.79892035,0.214304925,132,13.06045745,1.53E-25,0.05,2.375004027,3.222836674,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Altweibersommer',3.785324914,0.227479822,132,16.64026671,3.27E-34,0.05,3.335347341,4.235302487,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Andante',2.77268537,0.214304925,132,12.93803851,3.09E-25,0.05,2.348769046,3.196601693,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Arabesque',2.496853159,0.251767828,132,9.917284424,0,0.05,1.99883151,2.994874808,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Autumn Light',2.75077166,0.275130356,132,9.99806672,0,0.05,2.20653662,3.295006699,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Ben Graz',2.601826623,0.214304925,132,12.14076917,0,0.05,2.177910299,3.025742946,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Ben Rotkopf',3.4892812,0.313529848,132,11.12902399,0,0.05,2.86908817,4.109474229,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Berlin',3.108504512,0.254810234,132,12.19929227,0,0.05,2.604464684,3.61254434,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Bitsy Ben',2.855156965,0.418400494,132,6.82398087,0,0.05,2.027519433,3.682794497,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Blondo',3.198192544,0.214304925,132,14.92356066,4.04E-30,0.05,2.774276221,3.622108868,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Bluetenwunder',2.333982118,0.275129695,132,8.483206862,0,0.05,1.789748387,2.87821585,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Bodacious Ben',3.173435603,0.214304925,132,14.80803862,7.69E-30,0.05,2.749519279,3.597351926,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Border Bandit',3.091164457,0.418400494,132,7.388051648,0,0.05,2.263526925,3.918801989,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Dixieland',2.661661117,0.275123463,132,9.674424305,0,0.05,2.117439714,3.205882521,Lsmean.CmN.xlsx
Entry1,M. sinensis  'Emerald Shadow',3.667131327,0.214304925,132,17.11174548,2.61E-35,0.05,3.243215003,4.09104765,Lsmean.CmN.xlsx
